article id	author	year	title	journal/conference/collection	abstract	reference IDs	isDHQ
actlab	ACTLab	n.d.	Welcome to the ACTLab	ACTLab			0
adho2009	Alliance of Digital Humanities Organizations (ADHO)	2009	Alliance of Digital Humanities Organizations				0
anderson2007b	Anderson, S.	2007	The Arts and Humanities and e-Science: Scoping Survey Report and Findings				0
ADHO2013	Alliance of Digital Humanities Organizations (ADHO)	2013	Global Outlook:DH (GO:DH)				0
AO2012	annotation-ontology	2012	project website				0
AgnostiAndFerro2007	Agnosti, Maristella | Ferro, Nicola	2007	A Formal Model of Annotations of Digital Content.	ACM Transactions on Information Systems			0
aalbersberg2012	Aalbersberg, J. | Heeman, F. | Koers, H. | Zudilova-Seinstra, E.	2012	Elsevier’s Article of the Future: enhancing the user experience and integrating data through applications	Insights			0
aarseth1997	Aarseth, Espen J.	1997	Cybertext: Perspectives on Ergodic Literature				0
aarseth1997b	Aarseth, Espen	1997	The Field of Humanistic Informatics and its Relation to the Humanities	Human IT			0
aarseth2000	Aarseth, Espen	2000	Allegories of Space: The Question of Spatiality in Computer Games	Cybertext Yearbook 2000			0
aarseth2001	Aarseth, Espen	2001	Game Studies, Year One	Game Studies			0
aarseth2003	Aarseth, Epsen	2003	We All Want to Change the World: The Ideology of Innovation in Digital Media,	Digital Media Revisited: Theoretical and Conceptual Innovation in Digital Domains			0
aarseth2004	Aarseth, Espen	2004	Genre Trouble: Narrativism and the Art of Simulation	First Person: New Media as Story, Performance, and Game			0
abbott1986	Abbott, Lawrence L.	1986	Comic Art: Characteristics and Potentialities of a Narrative Medium.	Journal of Popular Culture			0
abbott2008	Abbott, D. | Jones, S. | Ross, S.	2008	Curating Digital Records of Performance.	CIDOC			0
abbott2009	Abbott, Craig S. | Williams, William Proctor	2009	Introduction to Bibliographical and Textual Studies				0
abraham2002	Abraham, Tara	2002	(Physio)logical Circuits: The Intellectual Origins of the McCulloch-Pitts Neural Networks.	Journal of the History of the Behavioral Sciences			0
abrams1953	Abrams, M.H.	1953	The Mirror and the Lamp				0
abrams1971	Abrams, M.H.	1971	Natural Supernaturalism: Tradition and Revolution in Romantic Literature				0
academia2001	Real Academia Española	2001	Diccionario de la Lengua Española				0
aceti2005	Aceti, Lafranco	2005	European Avant-Garde: Art, Borders and Culture in Relationship to Mainstream Cinema and New Media	University of the Arts London			0
achaleke2011	Achaleke, B. | Harwood, G. | Koblin, A. | Yan, L. | Peixoto, T.	2011	Guinea Pigs and Apples: Statement of the Digital Communities Jury.	Prix Ars Electronica International Compendium: CyberArts 2011			0
achtenberg1974	Achtenberg, Emily | Stone, Michael	1974	Tenants First! A Research and Organizing Guide to FHA Housing				0
aciman2009	Aciman, Alexander | Rensin, Emmett	2009	Twitterature: The World’s Greatest Books Retold Through Twitter				0
adamo1994	Adamo, Giovanni	1994	Bibliografia di informatica umanistica	Informatica e discipline umanistiche, Vol. 5			0
adams1995	Adams, John	1995	Risk				0
adams2003	Adams, Melissa	2003	Fembot Collective				0
adams2007a	Adams, Rick	2001	Magic word XYZZY				0
adams2007b	Adams, Rick	2001	The Real Colossal Cave				0
adams2007c	Adams, Rick	2001	A History of 'Adventure'	The Colossal Cave Adventure Page			0
addison1694	Addison, Joseph	1694	Virgil’s Fourth Georgic				0
adhikan2010	Adhikan, Richard	2010	Stuxnet: Dissecting the Worm,				0
adho	Alliance of Digital Humanities Organizations	2011	About	Alliance of Digital Humanities Organizations			0
adho2011	Alliance of Digital Humanities Organizations	2011	Preconference, Conference and Post-Conference Schedule.	Digital Humanities 2011			0
adler1938	Adler, Ada	1928	Suidae Lexicon				0
adorno1974	Adorno, T.	1974	Minima Moralia: Reflections from a Damaged Life				0
adorno1992	Adorno, Theodor	1992	Commitment.	Notes to Literature, Volume 2.			0
adorno1997	Adorno, Theodor	1997	Aesthetic Theory				0
adoum1946	Adoum, Jorge Enrique	1946	Nicolás Guillén en la Pampa Salitrera	El Siglo			0
aeri2009	Archival Education and Research Institute (AERI)	2009	Building the Future of Archival Education and Research				0
afflerbach1990	Afflerbach, Peter P.	1990	The Influence of Prior Knowledge on Expert Readers' Main Idea Construction Strategies	Reading Research Quarterly			0
agamben2007	Agamben, Giorgio	2007	Infancy and History: On the Destruction of Experience				0
agosti2007	Agosti, Maristella	2007	Roadmap for Multilingual Information Access in the European Library	Research and Advanced Technology for Digital Libraries			0
aguado2009	Aguando, Juan Miguel	2009	Self-observation, self-reference and operational coupling in social systems: Steps towards a coherent epistemology of mass media.	Empedocles: European Journal for the Philosphy of Communication.			0
aguiar1985	Aguiar, Fernando | Pestana, Silvestre	1985	Poemografias: Perspectivas da Poesia Visual Portuguesa				0
aguirre1959	Aquirre, Mirta	1959	Pólvora en Salvas	Hoy Domingo Magazine			0
ahn2006	Ahn, Luis von	2006	Games With a Purpose	Computer			0
ahrc2006	Arts and Humanities Research Council (AHRC),	2006	AHRC ICT Methods Network Workgroup on Digital Tools Development for the Arts and Humanities				0
ahrc2006a	Arts and Humanities Research Council (AHRC),	2006	e-science. Background.	AHRC ICT Methods Network Workgroup on Digital Tools Development for the Arts and Humanities			0
ainsworth2010b	Ainsworth, Peter	2010	Editing, E-Science and Exhibitions	Essays in Later Medieval French Literature: The Legacy of Jane H.M. Taylor			0
aitchison2003	Aitchison, Jean	2003	Words in the Mind: An Introduction to the Mental Lexicon				0
akrich1992	Akrich, Madeleine	1992	The De-Scription of Technical Objects	Shaping Technology/Building Society: Studies in Sociotechnical Change			0
aland2005	Aland, Kurt	2005	Synopsis quattuor evangeliorum: locis parellelis evangeliorum apocryphorum et patrum adhibitis				0
alcock1994	Alcock, S. | Osborne, R.	1994	Placing the Gods: Sanctuaries and Sacred Space in Ancient Greece				0
alcorn2002	Alcorn Jr., M.W.	2002	Changing the Subject in English Class: Discourse and the Constructions of Desire				0
aldama2009	Aldama, Frederick Luis	2009	Your Brain on Latino Comics: From Gus Arriola to Los Bros Hernandez				0
alegria1954	Alegria, Ciro	1954	Entrevista con Salvador Bueno	Carteles			0
alemneh2002	Alemneh	2002	A Metadata Approach to Preservation of Digital Resources: The University of North Texas Libraries’ Experience	First Monday 7.8			0
alessio1978	Alessio Robles, Vito	1978	Coahuila y Texas en la época colonial				0
alexander2003	Alexander, P.A.	2003	Expertise and Academic Development: A New Perspective on a Classic Theme	Keynote Address to the Biennial Meeting of the European Association for the Research on Learning and Instruction			0
alexander2006	Alexander, Bryan	2006	Web 2.0: A New Wave of Innovation for Teaching and Learning?	Educause Review			0
alfaro1946	Latcham Alfaro, Ricardo	1946	Nicolás Guillén	La Nación			0
allen1889a	Allen, Thomas W.	1889	Notes upon Greek Manuscripts in Italian Libraries	The Classical Review			0
allen1889b	Allen, Thomas W.	1889	Notes on Greek Mss. in Italian Libraries	The Classical Review			0
allen1889c	Allen, Thomas W.	1889	Notes on Greek MSS. in Italian Libraries (Continued)	The Classical Review			0
allen1890a	Allen, Thomas W.	1890	Notes on Greek MSS. in Italian Libraries (Continued)	The Classical Review			0
allen1890b	Allen, Thomas W.	1890	Manuscripts of the Iliad in Rome	The Classical Review			0
allen1896	Allen, Thomas W.	1896	Recent Italian Catalogues of Greek MSS	The Classical Review			0
allen1899	Allen, Thomas W.	1899	Aristarchus and the Modern Vulgate of Homer	The Classical Review			0
allen1900	Allen, Thomas W.	1900	New Homeric Papyri	The Classical Review			0
allen1904	Allen, Thomas W.	1904	New Homeric Papyri	The Classical Review			0
allen1902	Allen, Thomas W.	1902	Characteristics of the Homeric Vulgate	The Classical Review			0
allen1907	Allen, Thomas W.	1907	The Greek MSS. in the Ambrosian Library	The Classical Review			0
allen1924	Allen, Thomas W.	1924	Homer: The Origins and Transmission				0
allen1931	Allen, Thomas W.	1931	Homeri Ilias				0
allen1963	Allen, Gay Wilson	1963	Editing the Writings of Walt Whitman: A Million Dollar Project Without a Million Dollars	Arts and Sciences			0
allen1983	Allen, James F.	1983	Maintaining Knowledge about Temporal Intervals	Communications of the ACM			0
allyn1987	Allyn, Nancy | Aubitz, Shawm | Stern, Gail F.	1987	Using Archival Materials Effectively in Museum Exhibitions.	American Archivist			0
alsudani2009	Alsudani, F. | Casey, M.	2009	The effect of aesthetics on web credibility	The 23rd British HCI Group Annual Conference on People and Computers: Celebrating People and Technology			0
alt2002	Alt, Casey	2002	The Materialities of Maya	Configurations			0
alvarado2011	Alvarado, R.	2011	The Digital Humanities Situation.				0
amado1953	Amado, Jorge	1953	Carta al Poeta Nicolás Guillén en el día de su Cincuentenario	La Última Hora			0
amazing_fantasy_15	Lee, Stan | Ditko, Steve	1962	Amazing Fantasy #15 (series: Amazing Fantasy)				0
amazing_spider-man_5	Lee, Stan | Ditko, Steve	1963	Amazing Spider-Man #5 (series: Amazing Spider-Man)				0
amazon	Amazon	n.d.	Kindle, Wi-Fi, Graphite, 6" Display with New E Ink Pearl Technology				0
amazon2000	Amazon	2000	Amazon.com and FedEx Team Up to Deliver Harry Potter Book IV On First Day of Release; Largest Anticipated E-Commerce Distribution Event				0
amazon2009	Amazon	2009	Introducing Amazon Kindle 2.	Amazon.com Press Releases			0
amazonkindle	Amazon	n.d.	Promotional video for Amazon Kindle on Amazon.com.				0
ambulance2010	Ambulance Driver Files	n.d.	A Day in the Life of an Ambulance Driver				0
amerika2007	America, M.	2007	META/DATA: A Digital Poetics				0
amorim1947	Amorim, Enrique	1947	Presentación a Nicolás Guillén	Tribuna Salteña			0
andersen2004	Andersen, D.l>	2004	Introduction,	Digital Scholarship in the Tenure, Promotion, and Review Process			0
anderson1919	Anderson, Maxwell	1981	A Country Town.	Critical Essays on Sherwood Anderson			0
anderson1984	Anderson, Wilda	1984	Between the Library and the Laboratory in Eighteenth-Century France				0
anderson1985	Anderson, Tim	1985	The History of Zork [Part 1]	New Zork Times [Infocom newsletter]			0
anderson1990	Anderson, Peter Bogh | Holmqvist, Berit	1990	Interactive Fiction: Artificial Intelligence as a Mode of Sign Production	AI and Society			0
anderson1992	Anderson, Stephen R.	1992	Amorphous Morphology				0
anderson2001	Anderson, Ross J.	2001	Security Engineering				0
anderson2003	Anderson, Deborah	2003	Unicode and Historic Scripts	Ariadne			0
anderson2004	Anderson, I.	2004	Are you being served? Historian and the search for primary sources	Archivaria			0
anderson2006	Anderson, Craig	2006	The Tower of the Elephant				0
anderson2007a	Anderson, Margo	2007	Quantitative History	The Sage Handbook of Social Science Methodology			0
anderson2008	Anderson, Margo	2008	The Census, Audiences, and Publics	Social Science History			0
anderson2010	Anderson, Ben | Harrison, Paul	2010	Taking-Place: Non-Representational Theories and Geography				0
anderson2011	Anderson, S. | McPherson, T.	2011	Engaging Digital Scholarship: Thoughts on Evaluating Multimedia Scholarship	Profession			0
andersons1966	Anderson, Sherwood | Ferres, John H.	1966	Winesburg, Ohio				0
andreev1999	Andreev, Leonid | Iverson, Jack | Olsen, Mark	1999	Re-Engineering A War Machine: ARTFL's Encyclopédie	Literary and Linguistic Computing			0
andrews1850	Andrews, Ethan Allen	1850	A Copious and Critical Latin-English Lexicon: Founded on the Larger Latin-German Lexicon of Dr. William Freund;				0
andrews1984	Andrews, Bruce | Bernstein, Charles	1984	The L=A=N=G=U=A=G=E Book				0
andrews2003	Andrews, Jim	n.d.	Arteriods 2.5				0
andrews2004	Andrews, Jim	2004	Stir Frys and Cut Ups	Stir Fry Texts			0
anon2011	Anonymous	2011	Create relevant literature for future gen: Junot Diaz.	Times of India			0
anonymous1843a	Anonymous	1843	Holy Living.	Christian Watchman			0
anonymous1843b	Anonymous	1843	That Railroad.	Cambridge Palladium			0
anonymous1845	Anonymous	1845	Can’t Agree to It.	Wisconsin Argus			0
anonymous1850	Anonymous	1850	Graham’s Magazine.	Christian Secretary			0
anonymous1851	Anonymous	1851	The Writings of Hawthorne.	Church Review and Ecclesiastical Register			0
anonymous1855	Anonymous	1855	Review of Modern Pilgrims	National Intelligencer			0
anonymous1861	Anonymous	1861	Theology, Old and New.	Boston Review			0
anonymous1869	Anonymous	1869	Review of Passages from the American Note-Books of Nathaniel Hawthorne	Freewill Baptist Quarterly			0
anonymous2010	Anonymous	2010	Post in Fan reviews of UR (Novella)	StephenKing.com			0
antoniou2003	Antoniou, G. | Van Harmelen, F.	2003	Web Ontology Language: OWL	Handbook on Ontologies			0
antrim2009	Anytim, Sunny	2009	Handwriting Experts Analyze Astor Signature on Third Codicil.	ABC News			0
aoir	Association of Internet Researchers	n.d.	About	Association of Internet Researchers.			0
apter2003	Apter, Emily	2004	Global Translatio: The Invention of Comparative Literature, Istanbul, 1933.	Debating World Literature.			0
aragon1949	Aragón, Louis	1949	Un Soneto de Nicolás Guillén	Hoy Magazine			0
archer1999	Archer, K.	1999	Electronic Publishing in the Humanities and Social Sciences: A Report to the Humanities and Social Sciences Federation of Canada on Survey Findings				0
arendt1978	Arendt, Hannah	1978	The Life of the Mind. One: Thinking; Two: Willing				0
arfi2010	Arfi, B.	2010	Fantasy in the Discourse of Social Theory of International Politics	Cooperation and Conflict			0
argamon2003	Argamon, Shlomo | Koppel, Moshe | Fine, Jonathan | Shimoni, Anat Rachel	2003	Gender, Genre, and Writing Style in Formal Written Texts	Text			0
argamon2007	Argamon, Shlomo | Whitelaw, Casey | Chase, Paul | Hota, Sobhan Raj | Garg, Navendu	2007	Stylistic text classification using functional lexical features.	Journal of the American Society for Information Science and Technology			0
arias2002	Arias, Santa | Meléndez, Mariselle	2002	Mapping Colonial Spanish America: Places and Commonplaces of Identity, Culture, and Experience.				0
arlitsch2004	Arlitsch, Kenning | Herbert, John	2004	Microﬁlm, paper, and OCR: issues in newspaper digitization.”	Microform and Imaging Review			0
arms2008	Arms, W.Y.	2008	Cyberscholarship: High Performance Computing Meets Digital Libraries	Journal of Electronic Publishing,			0
arms2011	Arms, Caroline R. | Fleischhauer, Carl | Jones, Jimi	2011	Digital Formats Web Site				0
armstrong2005a	Armstrong, Kate	2005	Grafik Dynamo				0
armstrong2005b	Armstrong, Kate	2005	Post in Rhizome.org				0
armstrong2008	Armstrong, Kate	2008	Tributaries & Text-Fed Streams				0
arnold2009	Arnold, J.	2009	King fans will enjoy it	Amazon.com Customer Reviews of Ur			0
arozarena1954	Arozarena, Marcelino	1954	El antillano Domador de Sones	Revista América			0
arquilla2001	Arquilla, John | Ronfeldt, David	2001	Networks and Netwars				0
arthur2009	Arthur, Brian	2009	The Nature of Technology: What It Is and How It Evolves.				0
arzberger2004	Arzberger, P. | Schroeder, P | Beaulieu, A. | Bowker, G.C. | Casey, K. | Laaksonen, L. | Moorman, D. | Uhlir, P.F. | Wouters, P.	2004	An International Framework to Promote Access to Data	Science			0
asadi2007	Asadi, Saeid | Zhou, Xiaofang | Jamali, Hamid R. | Mofrad, Hossein	2007	Location-Based Search Engines Tasks and Capabilities: A Comparative Study	Webology			0
asante1988	Asante, Molefi Kate	1988	Afrocentricity				0
aschenwald2002	Aschenwald, Janette | Fin, Stefan | Tappeiner, Gottfried	2002	Brave New Modeling: Cellular Automata and Artificial Neural Networks for Mastering Complexity in Economics.	Complexity			0
atlantic2010	Atlantic	2010	Good, but.....	Amazon.com Customer Reviews			0
attneave1950	Attneave, Fred	1950	Dimensions of similarity	American Journal of Psychology			0
au2000	Au, Wagner James	2000	Will you tell me a story – please?	Salon			0
au2002	Au, Wagner J.	2002	The Triumph of the Mod				0
audenaert2008	Audenaert, N. | Furuta, R.	2008	Annotated Facsimile Editions: Defining Macro-Level Structure for Image-Based Electronic Editions	Digital Humanities 2008			0
audenaert2010	Audenaert, N. | Furuta, R.	2010	What Humanists Want: How Scholars Use Source Materials	The 10th Annual ACM/IEEE Joint Conference on Digital Libraries			0
auguier1971	Augier, Ángel	1971	Nicolás Guillén				0
auselit2011	University of Queensland	n.d.	AUS-e-Lit				0
austen1818	Austen, Jane	1818	Persuasion				0
austen2005	Austen, Jane | Jones, Vivien	2005	Pride and Prejudice.				0
austin1962	Austin, John L.	1962	How to Do Things with Words				0
austin1976	Austin, J.L.	1976	How to Do Things with Words: Second Edition				0
avengers_v3_27	Busiek, Kurt | Pérez, George	2000	The Avengers #27 (series: The Avengers)				0
avengers_v3_34	Busiek, Kurt | Pérez, George	2000	The Avengers #32 (series: The Avengers)				0
axelrod2006	Axelrod, Robert | Hammond, Ross	2006	The Evolution of Ethnocentrism.	Journal of Conflict Resolutions			0
ayer1984	Ayer, Alfred	1984	Let Us Calculate	New York Review of Books			0
ayers1993	Ayers, E.J.	1993	What Does a Professor Do All Day, Anyway?				0
ayers1999	Ayers, Edward L.	1999	The Pasts and Futures of Digital History				0
ayers2003	Ayers, E.J.	2003	The Valley of the Shadow: Two Communities in the American Civil War				0
ayers2013	Ayers, Edward L.	2013	Does Digital Scholarship have a Future?	EDUCASEreview			0
Birsan2005	Birsan, Dorian	2005	On Plug-ins and Extensible Architectures	Queue			0
best2005	Best, M.	2005	About the Internet Shakespeare Editions.	Internet Shakespeare Editions			0
beckett1974	Beckett, Samuel	1974	Breath	First Love and Other Shorts.			0
beckett1970a	Beckett, Samuel	1970	Play.	Cascando and other short dramatic pieces.			0
boyle2008a	Boyle, James	2008	The Public Domain: Enclosing the Commons of the Mind				0
Bradley2008b	Bradley, John	2008	Playing together: modular tools and Pliny	DH 2008			0
BradleyHill2011	Bradley, John | Hill, Timothy	2011	When WordHoard met Pliny: breaking down of interaction silos between applications (Poster)	DH 2011			0
BrockmanEtAl2001	Brockman, William S. | Neumann, Laura | Palmer, Carole L. | Tidline, Tonyia J.	2001	Scholarly Work in the Humanities and the Evolving Information Environment				0
bush1991	Bush, Vannevar	1991	The Inscrutible 'Thirties'	From Memex to Hypertext: Vannevar Bush and the Mind's Machine			0
baader2003	Baader, F. | Nutt, W.	2003	Basic Description Logics	The Description Logic Handbook			0
baader2003b	Baader, F. | Horrocks, I. | Sattler, U.	2003	Description Logics	Handbook on Ontologies			0
babeu2011	Babeu, A.	2011	Rome Wasn't Digitized in a Day: Building a Cyberinfrastructure for Digital Classics.				0
baca2005	Baca, Murtha | Harpring, Patricia	2005	Categories for the Description of Works of Art (CDWA)				0
bachler2005	Bachler, Michelle | Shum, Simon Buckingham | Chen-Burger, Jessica | Dalton, Jeff | De Roure, David | Eisenstadt, Marc | Komzak, Jiri | Michaelides, Danius | Page, Kevin | Potter, Stephen | Shadbolt, Nigel | Tate, Austin	2005	Collaboration in the Semantic Grid: A Basis for e-Learning	Applied Artificial Intelligence			0
badger2007a	Badger, Brandon	2007	Google Book Search in Google Earth				0
baetens2003	Baetens, Jan | van Looy, Jan	2003	Close Reading New Media: Analyzing Electronic Literature				0
baggett1994	Baggett, Dave | de Marcken, Carl	1994	+=3				0
baker2009a	Baker, J.	2009	It Takes a Consortium to Support Open Textbooks	EDUCAUSE Review			0
baker2009b	Baker, K.S. | Yarmey, L.	2009	Data Stewardship: Environmental Data Curation and a Web-of-Repositories	International Journal of Digital Curation			0
bakhtin1981	Bakhtin, Mikhail M.	1981	The Dialogic Imagination				0
bakhtin1982	Bakhtin, M.M.	1982	The Dialogic Imagination: Four Essays.				0
bakhtin1984a	Bakhtin, Mikhail	1984	Problems of Dostoevsky’s Poetics				0
bakhtin1984b	Bakhtin, Mikhail	1984	Rabelais and His World				0
bal1999	Bal, Mieke	1999	Contemporary Art, Preposterous History				0
bal2000	Bal, Mieke	2002	Travelling Concepts in the Humanities: A Rough Guide				0
balagas1931	Ballagas, Emilio	1931	Nicolás Guillén y el Mensaje Inédito	Diario de la Marina			0
balfour2005	Balfour, I.	2005	History against Historicism, Formal Matters, and the Event of the Text: De Man with Benjamin.	Romantic Circles			0
ball2004	Ball, C.E.	2004	Show, not tell: The value of new media scholarship.	Computers and Composition			0
ballard2006	Ballard, Lucas | Lopresti, Daniel | Monrose, Fabian	2005	Evaluating the Security of Handwriting Biometrics.	The 10th International Workshop on Frontiers in Handwriting Recognition (IWFHR06)			0
balsamo1996	Balsamo, Ann Marie	1996	Technologies of the Gendered Body: Reading Cyborg Women				0
balsamo2000	Balsamo, Anne	2000	Engineering Cultural Studies: The Postdisciplinary Adventures of Mindplayers, Fools, and Others	Doing Science + Culture			0
balzas2000	Balzas, Sharon	2000	The Orlando Project.				0
bamboo2008	Bamboo Workshop	2008	Standards and Specifications				0
bamboo2013	Project Bamboo	2013	About Project Bamboo - Project Bamboo - UCB Confluence				0
bamman2006	Bamman, David | Crane, Gregory	2006	The Design and Use of a Latin Dependency Treebank	Proceedings of the Fifth International Treebanks and Linguistics Theories Conference			0
bamman2007	Bamman, David | Crane, Gregory	2007	The Latin Dependency Treebank in a Cultural Heritage Digital Library	Proceedings of the Workshop on Language Technology for Cultural Heritage Data			0
bamman2008	Bamman, David | Crane, Gregory	2008	Building a Dynamic Lexicon from a Digital Library	Proceedings of the Eighth ACM/IEE-CS Joint Conference on Digital Libraries			0
bancroft1889	Bancroft, H.H.	1889	History of Arizona and New Mexico, 1530–1888.				0
bandeira1948	Bandeira, Manuel	1948	Homenaje a Guillén y a Cuba en el Brasil	Hoy Magazine			0
bandelier1910	Bandelier, Adolphus	1910	Documentary History of the Rio Grande Pueblos of New Mexico.	Archeological Institute of America			0
banerjee2002	Banerjee, Sid | Pedersen, Ted	2002	An Adapted Lesk Algorithm for Word Sense Disambiguation Using WordNet	Proceedings of the Conference on Computational Linguistics and Intelligent Text Processing			0
bankier2008	Bankier, Jean-Gabriel | Perciali, Irene	2008	The Institutional Repository Rediscovered: What can a University do for Open Access Publishing?	Serials Review			0
baran1964	Baran, Paul	1964	On Distributed Communications: RAND Memorandum RM-3420-PR.				0
barbusse1969	Barbusse, Henir	1969	Writing and War	New Masses: An Anthology of the Rebel Thirties			0
bargh2002	Bargh, John A. | McKenna, Katelyn Y.A. | Fitzsimons, Grainne M.	2002	Can You See the Real Me? Activation and Expression of the True Self on the Internet	Journal of Social Issues			0
barlow1996	Barlow, Joel Perry	n.d.	A Declaration of the Independence of Cyberspace.				0
barnes2006	Barnes, Susan B.	2006	A Privacy Paradox: Social Networking in the United States	First Monday			0
barnes2012	Barnes, Brooks	2012	‘Avengers’ Vanquish Box-Office Rivals.	New York Times			0
barnet1971	Barnet, Miguel	1971	Entrevista	Caravelle			0
barnet2005	Barnet, Belinda	n.d.	The Magical Place of Literary Memory: Xanadu				0
barnet2006	Barnet, Belinda	2006	Engelbart’s Theory of Technical Evolution	Continuum: the Journal of Media and Cultural Studies			0
barnet2008	Barnet, Belinda	2008	The Technical Evolution of Vannevar Bush's Memex	Digital Humanities Quarterly			1
barnet2013	Barnet, Belinda	2013	Memory Machines: The Evolution of Hypertext				0
barns2006	Barns, Peter	2006	Capitalism 3.0				0
barolini2007	Barolini, T. | Storey, H.W.	2007	Petrarch and the textual origins of interpretation.				0
baron2009	Baron, Alistair | Rayson, Paul | Archer, Dawn	2009	Word frequency and key word statistics in corpus linguistics	Anglistik			0
baron2013	Baron, N.	2013	Redefining reading: The impact of digital communication media.	Publication of the Modern Language Association			0
barr2008	Barr, Pippin	2008	Crisis 22				0
barraclough1988	Barraclough, G.	1988	The Charters of the Anglo-Norman Earls of Chester				0
barrett1989	Barrett, Edward	1989	Introduction: Thought and Language in a Virtual Environment	The Society of Text: Hypertext, Hypermedia, and the Social Construction of Information			0
barron2010	Barron, Phillip	2010	Putting the Humanities in Digital Humanities.	Inside Higher Ed			0
barry2008	Barry, Sebastian	2008	The Secret Scripture.				0
bart2006	Bart, P.R.	2006	Experimental markup in a TEI-conformant setting,	Digital Medievalist			0
barth1980	Barth, Gunter	1980	City People				0
barth1988	Barth, J.	1988	Frame Tale.				0
barthes1972	Barthes, Roland	1972	Mythologies.				0
barthes1974	Barthes, Roland	1974	S/Z				0
barthes1977	Barthes, Roland	1977	Roland Barthes on Roland Barthes				0
barthes1978	Barthes, Roland	1978	Image-Music-Text				0
barton2008	Barton, Matt	2008	Dungeons and Desktops: The History of Computer Role-Playing Games				0
bartsch1989	Bartsch, Shadi	1989	Decoding the Ancient Novel: The Reader and Role of Description in Heliodorus and Achilles Tatius				0
bass1999	Bass, Randy | Rosenzweig, Roy	1999	Rewiring the History and Social Studies Classroom: Needs, Frameworks, Dangers, and Proposals	Proceedings, Forum on Technology in Education: Envisioning the Future			0
bassett2006	Bassett, John E.	2006	Sherwood Anderson: An American Career				0
basten2009	Basten, Andrys	2009	Student sues Amazon despite finding 1984 notes.	KindleWorld.blogspot			0
bates1997	Bates, Bob	1997	Designing the Puzzle				0
bates1993	Bates, M.J. | Wilde, D.N. | Siegfried, S.L.	1993	An Analysis of Search Terminology Used By Humanities Scholars -- They Getty Online Searching Project Report No.1	Library Quarterly			0
bates1995	Bates, M.J. | Wilde, D.N. | Siegfried, S.L.	1995	An Analysis of Search Terminology Used By Humanities Scholars -- They Getty Online Searching Project Report No.3	Library & Information Science Research			0
bates1996a	Bates, M.J.	1996	Document Familiarity, Relevance, and Bradford's Law: The Getty Online Searching Project No. 5	Information Processing and Management			0
bates1996b	Bates, M.J.	1996	The Getty End-User Online Searching Project in the Humanities: Report No. 6: Overview and Conclusions	College & Research Libraries			0
bates2003	Bates, Mary Ellen	2003	Is That All?	EContent			0
batschmann1986	Bätschmann, Oskar	1986	Einführung in die kunstgeschichtliche Hermeneutik: Die Auslegung von Bildern				0
battelle2006	Battelle, John	2006	The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture.				0
baudry1978	Baudry, Jean-Louis	1978	L’Effet Cinéma				0
bauer2011	Bauer, Jean	2011	Who You Calling Untheoretical?	Journal of Digital Humanities			0
bauerlein2007	Bauerlein, Mark	2007	The Dumbest Generation: How the Digital Age Stupefies Young Americans and Jeopardizes Our Future (Or, Don't Trust Anyone Under 30)				0
bauerlein2008	Bauerlein, Mark	2008	The Dumbest Generation: How the Digital Age Stupefies Young Americans and Jeopardizes the Future.				0
bauerlein2009	Bauerlein, Mark	2009	The Dumbest Generation: How the Digital Age Stupefies Young Americans and Jeopardizes Our Future				0
bauerlein2010	Bauerlein, Mark	2010	How Non-Digital Space Will Save Education.	Britannica Online Learning & Literacy Forum			0
bauerrhoades1996	Bauer, Dale M. | Rhoades, Katherine	1996	The Meanings and Metaphors of Student Resistance.	Anti-feminism in the Academy.			0
bauman2000	Bauman, Zygmunt	2000	Liquid Modernity.				0
bauman2005a	Bauman, Syd	2005	TEI HORSEing Around,	Proceedings of the Extreme Markup Languages Conference,			0
bauman2005b	Bauman, Zygmunt	2005	Liquid Life				0
bauman2006	Bauman, Zygmunt	2006	Liquid Fear.				0
bauman2007	Bauman, Zygmunt	2007	The Consuming Life.				0
bauman2009	Bauman, Zygmunt	2009	The Art of Life.				0
bautista2009	Bautista, D.	2009	In and out of the mainstream: Dominican-American identity in Junot Díaz’s How to Date a Browngirl, Blackgirl, Whitegirl, or Halfie.	Romance Notes			0
bbc2004	BBC News	n.d.	Where Have All The Men Gone?				0
bbc	BBC News	n.d.	BBC News Poll.				0
bbc2005	BBC	2005	Microsoft scans British Library				0
bbc1945	BBC	n.d.	1945: Atom Bomb Hits Nagasaki.	On This Day.			0
beagrie2004	Beagrie, N.	2004	The Digital Curation Centre	Learned Publishing			0
beagrie2006	Beagrie, N.	2006	Digital Curation for Science, Digital Libraries, and Individuals	International Journal of Digital Curation			0
beagrie2009	Beagrie, Neil | Lavoie, Brian | Woolard, Matthew	2009	Keeping Data Research Safe 2	JISC Research Study			0
beals2010	Beals, M.	2010	Review: Transcribe Bentham: a Participatory Initiative	Higher Education Academy			0
beane2007	Beane, J.	1997	Curriculum Integration				0
beardsley1966	Beardsley, Monroe	1966	Aesthetics				0
bearman1996	Bearman, David	1996	Item Level Control and Electronic Recordkeeping.	Archives and Museum Informatics			0
bearman2005	Bearman, David | Trant, Jennifer	2005	Social Terminology Enhancement through Vernacular Engagement: Exploring Collaborative Annotation to Encourage Interaction with Museum Collections	D-Lib Magazine			0
