article id	author	year	title	journal/conference/collection	abstract	reference IDs	isDHQ
44	"Horton, Russell | Morrissey, Robert | Olsen, Mark | Roe, Glenn | Voyer, Robert"	2009	Mining Eighteenth Century Ontologies: Machine Learning and Knowledge Classification in the EncyclopÃ©die	Digital Humanities Quarterly	"The EncyclopÃ©die of Denis Diderot and Jean le Rond d'Alembert was one of the most important and revolutionary intellectual products of the French Enlightenment. Mobilizing many of the great â€“ and the not-so-great â€“ philosophes of the 18th century, the EncyclopÃ©die was a massive reference work for the arts and sciences, which sought to organize and transmit the totality of human knowledge while at the same time serving as a vehicle for critical thinking. In its digital form, it is a highly structured corpus; some 55,000 of its 77,000 articles were labeled with classes of knowledge by the editors making it a perfect sandbox for experiments with supervised learning algorithms. In this study, we train a Naive Bayesian classifier on the labeled articles and use this model to determine class membership for the remaining articles. This model is then used to make binary comparisons between labeled texts from different classes in an effort to extract the most important features in terms of class distinction. Re-applying the model onto the original classified articles leads us to question our previous assumptions about the consistency and coherency of the ontology developed by the Encyclopedists. Finally, by applying this model to another corpus from 18th century France, the Journal de TrÃ©voux, or MÃ©moires pour l'Histoire des Sciences & des Beaux-Arts, new light is shed on the domain of Literature as it was understood and defined by 18th century writers."	anderson1984 | andreev1999 | blanchard2002 | brian1998 | hand2001 | hoyt1965 | lecatsiomis1999 | lough1973 | morrissey2001 | proust1995 | schwab1984 | witten2005	1
45	"Meehan, Sean Ross"	2009	"Text Minding: A Response to Gender, Race, and Nationality in Black Drama, 1850-2000: Mining Differences in Language Use in Authors and their Characters"	Digital Humanities Quarterly	"A response to the Data Mining cluster, exploring the role of machine learning in textual study."	birkerts1994 | gates1987 | hayles2002 | mcgann2001a	1
46	"Rettberg, Scott"	2009	Communitizing Electronic Literature	Digital Humanities Quarterly	"Electronic literature is an important evolving field of artistic practice and literary study. It is a sector of digital humanities focused specifically on born-digital literary artifacts, rather than on using the computer and the network to redistribute, analyze, or recontextualize artifacts of print culture. Works of electronic literature appeal to configurative reading practices. The field of electronic literature is based on a gift economy and developing a network-based literary culture built on the collaborative practices of a globally distributed community of artists, writers, and scholars. This article situates the development of the field of electronic literature within academe, some of the institutional challenges currently confronting the field, and its potential for further development."	aarseth1997 | bootz2006a | coover1992 | coover1999 | eskelinen2004 | hayles2006 | hayles2007 | hayles2007a | kaiser2005 | nea2007	1
47	"Toton, Sarah | Martin, Stacey"	2009	Teaching and Learning from the U.S. South in Global Contexts: A Case Study of Southern Spaces and Southcomb	Digital Humanities Quarterly	"This paper examines the internet journal Southern Spaces, launched in February 2004 and the online learning community SouthComb, started in 2006. We examine the development of these online tools, exploring pedagogical implications as well as the tools and avenues they bring to the field of Southern Studies, American Studies and scholarly communication online. We also explore the potential uses for these resources as well as their efforts to elucidate a broader understanding of the U.S. South in regional, national and global contexts."	americansouth2002 | deleuze1987	1
48	"Drucker, Johanna"	2009	"A Review of Matthew Kirschenbaum, Mechanisms: New Media and the Forensic Imagination Cambridge, MA and London, UK: MIT University Press, 2008"	Digital Humanities Quarterly			1
49	"Gordon, Eric | Bogen, David"	2009	Designing Choreographies for the New Economy of Attention	Digital Humanities Quarterly	"The nature of the academic lecture has changed with the introduction of wi-fi and cellular technologies. Interacting with personal screens during a lecture or other live event has become commonplace and, as a result, the economy of attention that defines these situations has changed. Is it possible to pay attention when sending a text message or surfing the web? For that matter, does distraction always detract from the learning that takes place in these environments? In this article, we ask questions concerning the texture and shape of this emerging economy of attention. We do not take a position on the efficiency of new technologies for delivering educational content or their efficacy of competing for usersâ€™ time and attention. Instead, we argue that the emerging social media provide new methods for choreographing attention in line with the performative conventions of any given situation. Rather than banning laptops and phones from the lecture hall and the classroom, we aim to ask what precisely they have on offer for these settings understood as performative sites, as well as for a culture that equates individual attentional behavior with intellectual and moral aptitude."	bauerlein2007 | benjamin1986 | billinghurst2002 | kiyokawa2007 | ccs2007 | cole2007 | crary1999 | edmundson2008 | goffman1981c | harry2008 | lanham1997 | lanham2006 | liang2005 | meyrowitz1985 | munsterberg1909 | bachler2005 | simmel1971 | thaler2008a | thaler2008b | winner2009	1
50	"Earhart, Amy | Ives, Maura"	2009	Introduction	Digital Humanities Quarterly		unsworth2006 | zorich2008 | udl	1
51	"Robinson, Peter M. W."	2009	The Ends of Editing	Digital Humanities Quarterly	"Many ends of editing in the digital world may be distinguished. One may speak of end as in the supersession of one model of editing (the intentionalist, definitive-text model) by another (the multiple texts, multiply-intentioned views enabled by digital methods). One may speak of end as in aim: not only the aim of the author or authors, but also the aims of the editor or editors. These questions were already complicated in the print world; the advent of digital methods has both focussed and widened the contests around these concepts. The essay reviews some of these questions, with examples drawn from (inter alia) the utterances of the two George Bushes, from editions with which the author is associated of Chaucer, Dante, and of Armenian texts, from the eColi genome, and from Barack Obama's discussion of different viewpoints on the Constitution of the United States. The essay concludes that a huge shift is indeed underway in the editing world, towards a more open and participatory model of editing and reading."	current2007 | given2005 | greetham1992 | marcus1996 | mcleod1982 | mcgann1983 | mckenzie1985 | obama2008 | robinson1996a | robinson1997 | robinson2000a | robinson2005b | shaw2006 | shillingsburg1996 | shillingsburg2006 | sperberg1996 | warren1989 | weitenberg2007 | robinson2005a	1
52	"Eaves, Morris"	2009	Picture Problems: X-Editing Images 1992-2010	Digital Humanities Quarterly	"After centuries of image deprivation, we now bathe in a sea of pictures, most of them digitized at some stage. In the 1990s, as humanists began to sense the advantages of networked computing on the web, they conceived major new editorial projects that would depend to an extraordinary degree upon the documentary power of pictures. Despite evident progress in devising sturdy and responsive standards, images, and tools, stubborn problems persist in several key areas that are explored here through an overview of issues that arise as the William Blake Archive acquires images, prepares them for reproduction, and makes them available for manipulation by its users. Editing electronic images in so unsettled and unsettling an environment generates the provisional success â€” weak success â€” that is utterly characteristic of X-editing, electronic scholarly editing in our time. Our dependence on current technology and the expertise of others is not a remediable condition. We must play the game as it presents itself, making the compromises that are necessary, and move ahead."	bielstein2006 | blake1995 | claburn2008 | cerf2008 | child2006 | eaves2006 | blake1988 | fuchs1972 | howard2006 | jaschik2008 | mihm2006 | misic2003 | misic2002b | misic2002a | preston2005 | robinson1993 | thomas2007a | waal1985 | wikipedia | eaves1996	1
53	"Price, Kenneth M."	2009	"Edition, Project, Database, Archive, Thematic Research Collection: What's in a Name?"	Digital Humanities Quarterly	"What are the implications of the terms we use to describe large-scale text-based electronic scholarship, especially undertakings that share some of the ambitions and methods of the traditional multi-volume scholarly edition? And how do the conceptions inherent in these choices of language frame and perhaps limit what we attempt? How do terms such as edition, project, database, archive, and thematic research collection relate to the past, present, and future of textual studies? Kenneth M. Price considers how current terms describing digital scholarship both clarify and obscure our collective enterprise. Price argues that the terms we use have more than expressive importance. The shorthand we invoke when explaining our work to others shapes how we conceive of and also how we position digital scholarship."	allen1963 | beckett1969 | beckett1970 | emerson1994 | folsom1982 | folsom2007 | folsom1999 | higginson1903 | hindus1955 | light2002 | macneil2005 | mcgann2007 | palmer2004b | price2007 | queneau1961 | reynolds1995 | shillingsburg2006 | stauffer2007 | whitman1978 | yakel2003	1
54	"Shillingsburg, Peter"	2009	How Literary Works Exist: Convenient Scholarly Editions	Digital Humanities Quarterly	"This is the second of two essays on the nature of electronic representations of literary texts, the first focusing primarily on the original textual material and the materiality of literary works, and the present essay focusing first on the nature of the electronic surrogates to those material forms and, second, on the ways our decisions about how to create them can be affected by our notions of use."	elliott2005 | marten1995 | peckham1977 | peckham1975 | shillingsburg | shillingsburg2006 | siemens2005	1
55	"Flanders, Julia"	2009	The Productive Unease of 21st-century Digital Scholarship	Digital Humanities Quarterly	"Despite prevailingly progressive narratives surrounding the impact of digital technology on modern academic culture, the field of digital humanities is characterized at a deeper level by a more critical engagement with technology. This engagement, which I characterize as a kind of productive unease, is focused around issues of representation, medium, and structures of scholarly communication."	flanders1999 | liu2004 | liu2003 | mla2002 | shillingsburg1993 | unsworth2002	1
56	"Bjork, Olin"	2009	Reinventing the Classroom Edition: Paradise Lost Book IX Flash Audiotext	Digital Humanities Quarterly			1
57	"Earhart, Amy"	2009	Mapping Concord: Google Maps and the 19th-Century Concord Digital Archive	Digital Humanities Quarterly			1
58	"Lyman, Eugene"	2009	May the Text Rise up to Meet You: New Ways of Reading Old Manuscripts	Digital Humanities Quarterly			1
59	"Mandell, Laura"	2009	The Poetess Archive Database	Digital Humanities Quarterly			1
60	"Roundtree, Aimee"	2009	Simulated Visuals: Some Rhetorical and Ethical Implications	Digital Humanities Quarterly			1
61	"Urbina, Eduardo | Furuta, Richard | Smith, Steven E."	2009	Cervantes Project: The Digital Quixote Iconography Collection	Digital Humanities Quarterly			1
62	"Raabe, Wesley"	2009	Over Uncle Tom's Dead Body: Publication Context and Textual Variation in Harriet Beecher Stowe's Uncle Tom's Cabin	Digital Humanities Quarterly			1
63	"Giglio, Katheryn | Venecek, John"	2009	The Radical Historicity of Everything: Exploring Shakespearean Identity with Web 2.0	Digital Humanities Quarterly	"This article presents the results of a semester-long project designed to determine how effectively interactive Web 2.0 technology can facilitate collaborative research in undergraduate learners. The study was conducted during a 2007 advanced Shakespeare course at the University of Central Florida that focused heavily on a new historicist approach to studying literature. In this paper we first establish the theoretical foundation for this particular approach to literary studies, then discuss more in-depth how the collaborative, inter-connective nature of wikis allowed students to witness first-hand some of the concealed assumptions enmeshed in the creation of historical explanation or narrative. We also discuss how, in thinking about the past, this technology allowed our students realize some of the stakes in describing history for the present. In other words, having students create wikis based on the social identities that recur in Shakespeareâ€™s works developed an implicit awareness of motives for doing history. We also show how employing open source technology in a localized classroom setting can assuage some of the gaps we experience in trying to provide enough period coverage while also attending to theoretical apparatus and studentsâ€™ experience of meaningful connections to material. On a larger scale, creating inquiry-based projects can alleviate some of the humanitiesâ€™ disengagement from the real world that many have been suggesting of late."	brent1997 | calandra2005 | davidson2008 | davis2001 | davis2002 | desilets2005 | dwight2003 | farabaugh2007 | fulbrook2002 | jameson1981 | hilton2006 | lanier2006 | martin2008 | mason2007 | pennell2008 | radway2004 | read2007b | robinson2004 | schroeder2008 | schultz2001 | shakespeare2005 | stanley2005 | trimbur1989 | ulin2007 | weiner2007 | zuern2004	1
64	"McDonough, Jerome"	2009	"XML, Interoperability and the Social Construction of Markup Languages: The Library Example"	Digital Humanities Quarterly	"The past decade has seen XML widely adopted within a variety of communities, including the digital library community. While it now plays a critical role in the infrastructure of many digital library operations, XML's promise of interoperability of data across systems and organizations has not been fully realized within digital libraries. The reasons for this are not primarily technical in origin, but social, and relate to the cultures of XML's designers and XML language implementors, and a failure on the part of the digital library community to grapple with the sociotechnical nature of XML and its implementation. Possible strategies for addressing these issues of interoperability might include reduction of the flexibility afforded by specific XML-based markup languages used by the digital library community, and an increased focus on standardizing translations between various communities of practice use of such markup languages."	akrich1992 | bosak1997 | bosak1998 | bosak1999 | dilauro2005 | goodger2001 | hillmann2005 | hurley1999 | irs2007 | keith2005 | kendall2007b | kott2006 | littmann2006 | loc2006 | loc2008 | nelson2005 | renear2001 | seaman2003 | shirky2005 | shreeves2005 | berkeley1997 | bray2006 | wwwc1999a | wwwc1999b	1
65	"Svensson, Patrik"	2009	Humanities Computing as Digital Humanities	Digital Humanities Quarterly	"This article presents an examination of how digital humanities is currently conceived and described, and examines the discursive shift from humanities computing to digital humanities. It is argued that this renaming of humanities computing as digital humanities carries with it a set of epistemic commitments that are not necessarily compatible with a broad and inclusive notion of the digital humanities. In particular, the author suggests that tensions arise from the instrumental, textual and methodological focus of humanities computing as well as its relative lack of engagement with the digital as a study object. This article is the first in a series of four articles attempting to describe and analyze the field of digital humanities and digital humanities as a transformative practice."	aarseth1997b | alexander2006 | balsamo2000 | burnard2002 | busa2004 | flanders2007 | drucker2004 | flanders2002 | hockey2004 | humanist60357 | humanist60362 | humanist17111 | humanist18001 | humanist18615 | humanist19052 | humanist21436 | humanist21469 | jessop2007 | juola2008 | kiernan1991 | kirschenbaum2004 | klein1996 | knorr1999 | llc232 | llc2008 | llc234 | llc241 | mccarty1996 | mccarty2005 | mccarty2003a | mcgann2001a | mcgann2004a | mcgann2006 | ratto2006 | renear2004 | rockwell2002 | rockwell2003 | rockwell2004a | schreibman2004 | desmedt2002b | sterne2006 | terras2006 | witmore2006 | zweig1998	1
66	"Sandifer, Philip"	2009	Avatari: Disruption and Imago in Video Games	Digital Humanities Quarterly	"This article offers an analysis of the video game in terms of the experience of gameplay, starting with the concept of the avatar, which is central to all video games. The avatar is typically described as our second self in the virtual world of the game. The paper challenges this theory, suggesting that the avatar is better understood as a set of possible interactions, and proposes a second concept, the avatari. If the avatar is our second self, the avatari is the rebellious figure on the screen that we cannot quite control, and that jumps into the pit, gets hit by the enemy, or otherwise fails despite our best efforts to succeed. Conceptualizing video games in terms of the avatar and avatari enables thinking about video games via a more sophisticated and productive model of interactivity than many of the existing paradigms."	aarseth1997 | aarseth2004 | bolter2000 | booth1983 | breukelaar2002 | duguid1996 | evans1996a | heidegger1996 | klein1975 | kucklichs2007 | lacan2004 | lara | manovich2001 | mcluhan1964 | morabito1986 | murray1997 | norman1988 | rabinowitz1998 | rehak2003 | ryan2001 | stephenson2000 | turkle2005 | wark2004 | wark2007 | williams1997 | zizek2004	1
67	"Ruecker, Stan | Radzikowska, Milena | Sinclair, StÃ©fan"	2009	Designing Data Mining Droplets: New Interface Objects for the Humanities Scholar	Digital Humanities Quarterly	"In this paper, we describe the design of a number of alternative interface droplets that are intended for use by humanities scholars interested in applying data mining and information visualization tools to the task of hypothesis formulation. The trained droplets provide several functions. Their primary purpose is to encapsulate the results of the software training phase. They can be saved for future re-use against other collections or combinations of collections. They can be modified by having the user accept or reject features identified by the data mining software. Finally, they can also contain choices for how to display and organize items in the collection. The opportunity to develop a new interface object presents the designer with the challenge of effectively communicating what the tool is good for and how it is used. This paper outlines the design process we followed in creating the visual representations of these interface objects, describes the communicative strengths and weaknesses of a number of alternative designs, and discusses the importance of the study of new interface objects as the means of providing the user with new interface affordances."	bederson2001 | bumgardner2005 | dillon2001a | feldman1997 | gibson1979 | hascoet1998 | hockey2000 | horn1998 | horton2006 | karvonen2000 | kirschenbaum | nielsen2000 | pirolli1996 | plaisant2004 | ramsay2006 | ramsay2003 | rodden2001 | ruecker2006 | ruecker2005 | ruecker2003 | shneiderman2001 | small1996 | unsworth2005 | unsworth2004 | vicente2002 | weiss2005	1
68	"ZÃ¶llner-Weber, AmÃ©lie"	2010	Ontologies and Logic Reasoning as Tools in Humanities?	Digital Humanities Quarterly	"In this article, we evaluate approaches using logic reasoning applied to an ontology for literary characters. The inference tool Racer and the programming language Prolog were tested and compared to see if they can serve as a computer assisted approach in this scenario. Both offer options to draw inferences, but the usage requests a good comprehension of logics. Intuitive and individual queries are also difficult to produce with solely logic constructs. Furthermore, information in humanities is often vague, ambiguous, or even contradictory. Solving such problems by logic reasoning which is simply based on true or false conclusions will become challenging and might exceed the limits of logic reasoning. At the moment, to the authorâ€™s knowledge, only few such approaches, especially in literature studies, have been published. Existing approaches show promising results in modelling information in humanities. Therefore, further research should be directed to make ontologies and further approaches like logic reasoning even more popular and applicable in the humanities and literature studies."	antoniou2003 | baader2003b | baader2003 | benjamins1999 | berthold2003 | charniak1985 | cimiano2006b | farrar2002 | fisher2006 | gomez2004 | greimas1971 | gruber1993 | haarslev2004 | halpern2005 | jannidis2004 | lungen2007 | mccarty2005 | meister1999 | nardi2003 | nieragden1995 | noy1997 | noy2001 | noy2003 | pl1991 | propp1968 | puppe2000 | racer2005 | renear2006a | shirky2005a | sirin2007 | smith2007 | stevens2000 | tsarkov2006 | veltman2004 | ziegler2004 | zw2006a | zw2006b | zw2007a | zw2007b | zw2008	1
69	"Kraus, Kari"	2010	Conjectural Criticism: Computing Past and Future Texts	Digital Humanities Quarterly	"Broadly conceived, this article re-imagines the role of conjecture in textual scholarship at a time when computers are increasingly pressed into service as tools of reconstruction and forecasting. Examples of conjecture include the recovery of lost readings in classical texts, and the computational modeling of the evolution of a literary work or the descent of a natural language. Conjectural criticism is thus concerned with issues of transmission, transformation, and prediction. It has ancient parallels in divination and modern parallels in the comparative methods of historical linguistics and evolutionary biology. The article develops a computational model of textuality, one that better supports conjectural reasoning, as a counterweight to the pictorial model of textuality that now predominates in the field of textual scholarship. Computation is here broadly understood to mean the manipulation of discrete units of information, which, in the case of language, entails the grammatical processing of strings rather than the mathematical calculation of numbers to create puns, anagrams, word ladders, and other word games. The article thus proposes that a textual scholar endeavoring to recover a prior version of a text, a diviner attempting to decipher an oracle by signs, and a poet exploiting the combinatorial play of language collectively draw on the same library of semiotic operations, which are amenable to algorithmic expression. The intended audience for the article includes textual scholars, specialists in the digital humanities and new media, and others interested in the technology of the written word and the emerging field of biohumanities."	abrams1953 | aitchison2003 | bell1999 | bentley1732 | berg2001 | borgman2007 | bottero2001 | cameron | carroll1992 | ceruzzi1998 | darwin1871 | fishbane1989 | franklin2001 | goodman1976 | greg1924 | grier2005 | grivelet1956 | gross2001 | hall1913 | hoenigswald1963 | hoenigswald1987 | housman1921 | johnson1765 | jones1948 | kac1999 | kay2000 | kenney1974 | kirschenbaum2008 | kraus2002 | lanham1991 | mahood1957 | manetti1993 | mcgann1991 | mcleod1983 | nisbet1991 | ohara1993 | ohara1996 | oppenheim1964 | poole2002 | ramsay2003 | ramsay2008 | rye2003 | salemans1996 | searls2001 | steiner1998 | sewell1952 | spolsky2002 | stoppard1997 | tarrant | tedlock2000 | thacker2004 | thomas2007b | welsford1966 | woolfson2005	1
70	"Terras, Melissa M."	2010	The Potential and Problems in using High Performance Computing in the Arts and Humanities: the Researching e-Science Analysis of Census Holdings (ReACH) Project.	Digital Humanities Quarterly	"e-Science and high performance computing (HPC) have the potential to allow large datasets to be searched and analysed quickly, efficiently, and in complex and novel ways. Little application has been made of the processing power of grid technologies to humanities data, due to lack of available large-scale datasets, and little understanding of or access to e-Science technologies. The Researching e-Science Analysis of Census Holdings (ReACH) scoping study, an AHRC-funded e-science workshop series, was established to investigate the potential application of grid computing to a large dataset of interest to historians, humanists, digital consumers, and the general public: historical census records. Consisting of three one-day workshops held at UCL in Summer 2006, the workshop series brought together expertise across different domains to ascertain how useful, possible, or feasible it would be to analyse datasets from Ancestry and The National Archives using the HPC facilities available at UCL. This article details the academic, technical, managerial, and legal issues highlighted in the project when attempting to apply HPC to historical data sets. Additionally, generic issues facing humanities researchers attempting to utilise HPC technologies in their research are presented."	adams1995 | anderson2001 | ahds2004 | ahds2005 | ahds2006 | ahrc2006a | bbc2004 | blaikie2005 | brodlie2004 | burnett1980 | campop2006 | crocket2006 | davies2005 | davies2006 | dillon2001b | dunn1946 | dunn2009a | ep1996 | fleury1956 | fure2000 | garrett2006a | garrett2003 | gutmann1977 | higgs2005 | hc1992 | hc1994 | hc2006 | holmes2006 | huntington2007 | impedovo1993 | inman2002 | itic2003 | iso2005 | katz1972 | kingston2006 | lloyd2004 | mansfield2006 | mcgraw1989 | mcgraw1990 | mills1989 | newcombe1988 | nitsch2006 | nicholas2006 | perkyns1991 | perkyns1993 | prdh2000 | reid2006 | riedel2007 | robey2006 | sauleau2005 | schurer2002 | shadbolt1990 | stallings2005 | stallings2008 | terras2006a | tilley2003a | tilley2003b | tillot1972 | ucl2006a | ucl2006b | warwick2008a | winchester1970 | winkler2001 | woollard1997	1
71	"Ainsworth, Peter | Meredith, Michael"	2010	"e-Science for Medievalists: Options, Challenges, Solutions and Opportunities"	Digital Humanities Quarterly	"Medievalists typically resort to parchment for primary research and when editing their sources. Not always accurately catalogued, manuscripts copied onto animal skins may have started life in the same workshop but over the centuries have become dispersed, coming to rest in libraries all over the world; bringing these together entails travel, microfilm purchases and reassembly and collation of the data within reach of a microfilm reader. These unwieldy machines afford only moderate scope for exploring single manuscripts at close quarters. High-resolution digitisation yields not just better surrogates in full colour; it allows for the development of additional research tools using image compression and manipulation, and new modes of representation, e.g. juxtaposed display of several related witnesses. This paper outlines research questions underpinning the development of an electronic tool for viewing, transcribing and manipulating manuscripts; it moves on to show how the viewer can be adapted for access from remote sites, to compare and annotation one or more witnesses (interactively and in real time), and for use as an integral part of an online edition. Finally, it explores how it can be deployed for use on projects taking knowledge outside the academy: in museums, galleries and other public spaces."	ainsworth2010b | kiernan1997	1
72	"Gold, Nicolas"	2010	Service-Oriented Software in the Humanities: A Software Engineering Perspective	Digital Humanities Quarterly	"Software Engineering, as a sub-discipline of the broader field of computer science, is concerned with the production, use, and maintenance of large, complex software systems. On first inspection, the set of managerial and technical activities involved in software engineering appears to be somewhat orthogonal to core research activity in the humanities, being concerned more with the production of research-enabling software systems than the research itself. However, as the scale of software used in digital humanities has increased, it is becoming clear that there are ways in which software engineering can inform, inspire, and aid in the management of the larger-scale software systems now being constructed in these disciplines. In particular, the development of service technology to aid in the production of flexible software systems for business now offers opportunities, not only for collaborative data sharing, but also the modelling, capture, provenancing, and replay of the research (and possibly creative) process itself. This paper examines, from the perspective of a software engineer relatively new to the digital humanities, how the recent developments in service-oriented architectures could be used to enable new approaches to digital enquiry in the arts and humanities. The first part of the paper presents a brief history of software engineering, with particular reference to the aspects that have led to service-oriented architectures. In the second part, the paper offers some thoughts on how certain aspects of service-oriented architectures could be used to enable new kinds of computer-based research and practice in the arts and humanities. It also introduces important national initiatives in this area, such as the JISC e-Framework programme for Higher Education."	bennett2001a | bennett2001b | brereton1999 | brooks1987 | deroure2008 | dunn2007 | ieee1990 | iso2002 | jisc2007 | kernighan1988 | kotsiopoulos2003 | krafzig2004 | lientz1980 | naur1969 | oasis2007 | parnas1972 | peltz2003 | swanson1976 | syed2006 | szyperski2002 | cnmat2007 | kavantzas2005 | whitbread2007	1
73	"Unsworth, John"	2010	The Making of Our Cultural Commonwealth	Digital Humanities Quarterly	Reflections on the ACLS Commission on Cyberinfrastructure		1
74	"Sporton, Gregory"	2010	"The e Prefix: e-Science, e-Art & the New Creativity"	Digital Humanities Quarterly	"What does it mean to put an e ahead of a concept? This essay discusses the purpose of doing such a thing, arguing there is a distinct method in the apparent randomness of labelling something e this or that. Far from simply denoting that it might be done with computers (and, indeed, what isn't today), Sporton argues that beyond the effect of explaining this is something to do with technology, there is an emergent e-culture that reunites the arts and sciences after two hundred years of separate development within the academy. An e-Culture emerges that reflects the values, opportunities and restrictions of Internet as a research environment. The potential of that environment requires a mindset focussed on collaboration to achieve anything of creative significance."	foucault1979 | hargreaves1982 | kuhn1962 | snow1959 | sporton2007	1
75	"Siemens, Ray | Leitch, Cara | Blake, Analisa | Armstrong, Karin | Willinsky, John"	2010	It May Change My Understanding of the Field: Understanding Reading Tools for Scholars and Professional Readers	Digital Humanities Quarterly	"As the amount of scholarly material published in digital form increases, there is growing pressure on content producers to identify the needs of expert readers and to create online tools that satisfy their requirements. Based on the results of a study conducted by the Public Knowledge Project and introduced at Digital Humanities 2006 (Siemens, Willinsky and Blake), continued and augmented since, this paper discusses the reactions of Humanities Computing scholars and graduate students to using a set of online reading tools. The results of our study reveal both the potential strengths and perceived weaknesses of online reading environments. Understanding how users read and evaluate research materials, anticipating usersâ€™ expectations of the reading tools and resources, and addressing user concerns about the availability of online material will lead to improvements in the design and features of online publishing."	 | afflerbach1990 | alexander2003 | chen2006a | kopak2006 | pressley1995 | schreibman2004 | siemens2009 | stanitsek2005 | rockwell2011b | twomey2007 | willinsky2003 | willinsky2007 | windschuttle1997 | wineburg1991 | wineburg1998 | wyatt1993	1
76	"Piccini, Angela"	2010	"Locating Grid Technologies: Performativity, Place, Space: Challenging the Institutionalized Spaces of e-Science"	Digital Humanities Quarterly	"This paper arises out of a brief period in the early- to mid-2000s when the British funding and research climate facilitated a relationship between the technical, operational language of e-Science and the creative and performing arts. It concerns the ways in which live creative practices produce media traces that are fractured across screens and networks to produce new spatial relations between live events and their records. The split and contradictory subjectivities produced in these highly mediatized environments bring to the fore creative tensions between the live event and the recorded document. That is, the discourses, technologies and practices (if we may separate these) of e-Science not only produce new, spatial connections between events and their archives, they enact the liveness of archives as they are accessed and recombined to produce new art forms. Locating Grid Technologies: Performativity, Place, Space, a research workshop series funded by the A&H e-Science Initiative in its 2006 round, aimed to investigate how e-Science technologies might inform new understandings of space and time for distributed, creative research practices. Arts and technology researchers from the UK, US and Japan met to generate, analyze and re-use audio-visual documents of distributed practice-led research. Specifically, the project sought to combine and repurpose e-Science tools in order to investigate the spatial relationships produced between time-based, live events and their immediately mediatized traces. This paper investigates those performative fragmentations of place and space. It suggests that the potentialities and pitfalls of e-Science tools and technologies present fertile material for the arts researcher, particularly within the area of practice-based research: from the politics of surveillance to the aesthetics of video compression, from the ethics of multidisciplinary collaboration to the theoretical implications of mixing video time and space with the time and space of the performance event."	ahds2006 | ahrc2006a | bergson1912 | birringer1999 | bolter2000 | butler1999 | century2005 | connolly2002 | delahunta2002 | derrida1995 | dixon2007 | flynn2002 | galloway2008 | giannachi2007 | gibson1979 | haraway1998 | imperiale2000 | kittler1999 | leatherbarrow2002 | manovich2001 | melville1994 | phelan1993 | rye2009 | poindexter2002 | ricoeur1999	1
77	"Borgman, Christine L."	2010	The Digital Future is Now: A Call to Action for the Humanities	Digital Humanities Quarterly	"The digital humanities are at a critical moment in the transition from a specialty area to a full-fledged community with a common set of methods, sources of evidence, and infrastructure â€” all of which are necessary for achieving academic recognition. As budgets are slashed and marginal programs are eliminated in the current economic crisis, only the most articulate and productive will survive. Digital collections are proliferating, but most remain difficult to use, and digital scholarship remains a backwater in most humanities departments with respect to hiring, promotion, and teaching practices. Only the scholars themselves are in a position to move the field forward. Experiences of the sciences in their initiatives for cyberinfrastructure and eScience offer valuable lessons. Information- and data-intensive, distributed, collaborative, and multi-disciplinary research is now the norm in the sciences, while remaining experimental in the humanities. Discussed here are six factors for comparison, selected for their implications for the future of digital scholarship in the humanities: publication practices, data, research methods, collaboration, incentives, and learning. Drawing upon lessons gleaned from these comparisons, humanities scholars are called to action with five questions to address as a community: What are data? What are the infrastructure requirements? Where are the social studies of digital humanities? What is the humanities laboratory of the 21st century? What is the value proposition for digital humanities in an era of declining budgets?"	ainsworth2009 | adho2009 | anderson2004 | JacobsAndWalsh2004 | arxiv2009 | arzberger2004 | atkins2007 | atkins2003 | ayers2003 | bailey2005 | baker2009a | bates1996a | bates1996b | bates1993 | bates1995 | bell2009 | bollen2008 | borgman1999 | borgman2000 | borgman2007 | borgman2009a | borgman2008 | borgman2007b | buckland1991 | case2006 | cclearn2009 | choudhury2008 | choudhury2007 | crane2006f | crane2007a | crane2001 | creative2009 | cronin2005 | foundation2005 | david2003 | davidspence2003 | odh2009 | manifesto2008 | doaj2009 | doar2008 | drucker2009b | duguid2009 | ebird2009 | edwards2007 | ecai2009 | eprints2010 | foster2009 | friedlander2008 | friedlander2009 | frischer2009 | galison1997 | gray2005 | gray2002 | greenstein2004 | hamma2009 | hey2009a | hoofnagle2009 | hypercities2009 | iath | ivanhoe2009 | jaschik2008 | jaschik2007 | jpmc2000 | jsah2009 | kanfer2000 | king2006a | bollen2010 | board2005 | lynch2002 | lynch2003a | lynch1995 | mahoney2002 | manovich2009a | marchionini1994 | mass2006 | mith2009 | monastersky2005 | nctm2009 | ninch2002 | nunberg2009 | oecd2007 | oerc2009 | olson2000 | oaip2009 | opencontent | opencit2009 | opened2009 | panstarrs2009 | pea2003 | crane2009d | poe2001 | presner2010 | presner2009a | pb2009 | reedijk2008 | committee2002 | rpe2009 | rice2008 | rome2009 | samuelson2009 | scheiner2004 | sc2009 | swaw3c2009 | save2009 | sherpa2009 | siegfried1993 | sloan2006 | smith2002c | stone1982 | src2009a | src2009b | szalay2008 | educause2009 | effect2009 | facts2005 | thierstein2009 | tibbo2003 | thl2009 | ukrc2009 | ucgbs2009 | ukda2009 | ucps2009 | unsworth2006 | vanhouse2004 | vectors2009 | whalen2009 | wiberley2003 | wiberley1994 | willinsky2006 | willinsky2009	1
