Article ID	Pub. Year	Authors	Affiliations	Authors with Affiliations	Title	Recommendation 1	Recommendation 2	Recommendation 3	Recommendation 4	Recommendation 5	Recommendation 6	Recommendation 7	Recommendation 8	Recommendation 9	Recommendation 10	url
000135	2012	Geoffrey Rockwell | Julianne Nyhan | Anne Welsh | Jessica Salmon	University of Alberta | University College London | University College London | University of Trier	Geoffrey Rockwell, University of Alberta; Julianne Nyhan, University College London; Anne Welsh, University College London; Jessica Salmon, University of Trier	Trading Stories: an Oral History Conversation between Geoffrey Rockwell and Julianne Nyhan	000623	000808	000133	000289	000193	000134	000263	000259	000488	000280	https://dhq.digitalhumanities.org/vol/6/3/000135/000135.html
000136	2012	Fred Gibbs | Trevor Owens	George Mason University | Library of Congress	Fred Gibbs, George Mason University; Trevor Owens, Library of Congress	Building Better Digital Humanities Tools: Toward broader audiences and user-centered designs	000081	000248	000310	000173	000819	000184	000337	000668	000019	000205	https://dhq.digitalhumanities.org/vol/6/2/000136/000136.html
000137	2012	Brent Nelson | Jon Bath	University of Saskatchewan | University of Saskatchewan	Brent Nelson, University of Saskatchewan; Jon Bath, University of Saskatchewan	Old Ways for Linking Texts in the Digital Reading Environment: The Case of the Thompson Chain Reference Bible	000075	000398	000389	000356	000140	000203	000496	000340	000864	000139	https://dhq.digitalhumanities.org/vol/6/2/000137/000137.html
000138	2012	Anna Chen	The University of Texas at Austin	Anna Chen, The University of Texas at Austin	In One's Own Hand: Seeing Manuscripts in a Digital Age	000140	000159	000257	000004	000398	000201	000170	000071	000014	000371	https://dhq.digitalhumanities.org/vol/6/2/000138/000138.html
000139	2012	Joseph Tabbi	University of Illinois at Chicago (UIC)	Joseph Tabbi, University of Illinois at Chicago (UIC)	Graphic Sublime: On the Art and Designwriting of Kate Armstrong and Michael Tippett	000212	000230	000193	000379	000048	000389	000150	000332	000159	000138	https://dhq.digitalhumanities.org/vol/6/2/000139/000139.html
000140	2013	Alison Tara Walker	Saint Louis University	Alison Tara Walker, Saint Louis University	The Boundless Book: A Conversation between the Pre-modern and Posthuman	000108	000197	000382	000389	000138	000203	000097	000616	000005	000317	https://dhq.digitalhumanities.org/vol/7/1/000140/000140.html
000141	2012	Terry Harpold	University of Florida	Terry Harpold, University of Florida	The Underside of the Digital Field	000386	000106	000146	000458	000531	000002	000085	000302	000727	000057	https://dhq.digitalhumanities.org/vol/6/2/000141/000141.html
000142	2013	Belinda Roman	St. Mary's University	Belinda Roman, St. Mary's University	An Agent-based Model for the Humanities	000145	000180	000327	000076	000323	000074	000151	000112	000167	000443	https://dhq.digitalhumanities.org/vol/7/1/000142/000142.html
000143	2013	Johanna Drucker	UCLA	Johanna Drucker, UCLA	Performative Materiality and Theoretical Approaches to Interface	000122	000118	000361	000081	000102	000356	000308	000011	000734	000437	https://dhq.digitalhumanities.org/vol/7/1/000143/000143.html
000144	2013	Ryan Cordell	Northeastern University	Ryan Cordell, Northeastern University	"Taken Possession of": The Reprinting and Reauthorship of Hawthorne's "Celestial Railroad" in the Antebellum Religious Press	000150	000176	000003	000231	000577	000761	000048	000300	000497	000735	https://dhq.digitalhumanities.org/vol/7/1/000144/000144.html
000145	2013	Eduard A. Arriaga | Fernando Sancho Caparrini | Juan Luis Suárez	University of Western Ontario | University of Sevilla | University of Western Ontario	Eduard A. Arriaga, University of Western Ontario; Fernando Sancho Caparrini, University of Sevilla; Juan Luis Suárez, University of Western Ontario	Modeling Afro-Latin American Artistic Representations in Topic Maps: Cuba’s Prominence in Latin American Discourse	000142	000148	000761	000074	000019	000072	000134	000327	000445	000291	https://dhq.digitalhumanities.org/vol/7/1/000145/000145.html
000146	2013	Tanya Clement | David Tcheng | Loretta Auvil | Boris Capitanu | Megan Monroe	University of Texas, Austin | University of Illinois, Urbana-Champaign | University of Illinois, Urbana-Champaign | University of Illinois, Urbana-Champaign | University of Maryland, College Park	Tanya Clement, University of Texas, Austin; David Tcheng, University of Illinois, Urbana-Champaign; Loretta Auvil, University of Illinois, Urbana-Champaign; Boris Capitanu, University of Illinois, Urbana-Champaign; Megan Monroe, University of Maryland, College Park	Sounding for Meaning: Using Theories of Knowledge Representation to Analyze Aural Patterns in Texts	000170	000397	000026	000373	000102	000002	000108	000015	000104	000105	https://dhq.digitalhumanities.org/vol/7/1/000146/000146.html
000147	2013	Robin Wharton	Independent Scholar	Robin Wharton, Independent Scholar	Digital Humanities, Copyright Law, and the Literary	000320	000233	000054	000120	000177	000023	000077	000334	000543	000188	https://dhq.digitalhumanities.org/vol/7/1/000147/000147.html
000148	2013	Ed Finn	Arizona State University	Ed Finn, Arizona State University	Revenge of the Nerd: Junot Díaz and the Networks of American Literary Imagination	000145	000448	000874	000142	000753	000323	000387	000757	000170	000545	https://dhq.digitalhumanities.org/vol/7/1/000148/000148.html
000149	2013	Nick Montfort | Stephanie Strickland	MIT | Independent scholar	Nick Montfort, MIT; Stephanie Strickland, Independent scholar	cut to fit the toolspun course	000157	000046	000699	000707	000308	000165	000018	000160	000153	000087	https://dhq.digitalhumanities.org/vol/7/1/000149/000149.html
000150	2013	Whitney Anne Trettien	Duke University	Whitney Anne Trettien, Duke University	A Deep History of Electronic Textuality: The Case of English Reprints Jhon Milton Areopagitica	000029	000051	000456	000088	000054	000144	000099	000212	000047	000102	https://dhq.digitalhumanities.org/vol/7/1/000150/000150.html
000151	2013	Matthew Kirschenbaum	University of Maryland	Matthew Kirschenbaum, University of Maryland	The .txtual Condition: Digital Humanities, Born-Digital Archives, and the Future Literary	000227	000199	000054	000820	000215	000460	000468	000320	000074	000380	https://dhq.digitalhumanities.org/vol/7/1/000151/000151.html
000152	2013	Mike Frangos	University of Umeå	Mike Frangos, University of Umeå	The End of Literature: Machine Reading and Amitav Ghosh’s The Calcutta Chromosome	000146	000108	000874	000363	000193	000003	000015	000524	000317	000158	https://dhq.digitalhumanities.org/vol/7/1/000152/000152.html
000153	2013	Mark L. Sample	George Mason University	Mark L. Sample, George Mason University	Criminal Code: Procedural Logic and Rhetorical Excess in Videogames	000409	000280	000224	000211	000170	000165	000100	000046	000344	000157	https://dhq.digitalhumanities.org/vol/7/1/000153/000153.html
000154	2013	Jessica Pressman | Lisa Swanstrom	ACLS Fellow | Florida Atlantic University	Jessica Pressman, ACLS Fellow; Lisa Swanstrom, Florida Atlantic University	The Literary And/As the Digital Humanities	000155	000693	000317	000706	000274	000207	000087	000262	000211	000005	https://dhq.digitalhumanities.org/vol/7/1/000154/000154.html
000155	2013	Sandy Baldwin	West Virginia University	Sandy Baldwin, West Virginia University	The Idiocy of the Digital Literary (and what does it have to do with digital humanities)?	000211	000154	000178	000503	000317	000693	000007	000199	000764	000104	https://dhq.digitalhumanities.org/vol/7/1/000155/000155.html
000156	2013	Jacqueline Wernimont	Scripps College	Jacqueline Wernimont, Scripps College	Whence Feminism? Assessing Feminist Interventions in Digital Literary Archives	000227	000202	000327	000428	000216	000414	000536	000734	000178	000404	https://dhq.digitalhumanities.org/vol/7/1/000156/000156.html
000157	2013	Mark C. Marino	University of Southern California	Mark C. Marino, University of Southern California	Code as Ritualized Poetry: The Tactics of the Transborder Immigrant Tool	000706	000049	000700	000512	000211	000224	000690	000510	000153	000075	https://dhq.digitalhumanities.org/vol/7/1/000157/000157.html
000158	2013	Jimmy Butts	Clemson University	Jimmy Butts, Clemson University	A Beautiful Look at Modern Digital Humanities: A review of Mark Goble, Beautiful Circuits: Modernism and the Mediated Life (New York: Columbia University Press, 2010)	000161	000096	000616	000140	000099	000150	000051	000029	000262	000063	https://dhq.digitalhumanities.org/vol/7/2/000158/000158.html
000159	2013	Daniel Price | Rex Koontz | Lauren Lovings	University of Houston | University of Houston | Independent scholar	Daniel Price, University of Houston; Rex Koontz, University of Houston; Lauren Lovings, Independent scholar	Curating Digital Spaces, Making Visual Arguments: A Case Study in New Media Presentations of Ancient Objects	000173	000321	000169	000661	000265	000670	000138	000047	000227	000029	https://dhq.digitalhumanities.org/vol/7/2/000159/000159.html
000160	2013	Trisha Campbell	University of Pittsburgh	Trisha Campbell, University of Pittsburgh	A review of Nathan Ensmenger, The Computer Boys Take Over: Computers, Programmers, and the Politics of Technical Expertise (Cambridge, MA, and London: MIT Press, 2010)	000224	000400	000700	000595	000308	000211	000047	000379	000018	000307	https://dhq.digitalhumanities.org/vol/7/2/000160/000160.html
000161	2013	Cecilia Lindhé	Umeå University	Cecilia Lindhé, Umeå University	"A Visual Sense is Born in the Fingertips": Towards a Digital Ekphrasis	000096	000029	000162	000011	000492	000139	000158	000331	000389	000150	https://dhq.digitalhumanities.org/vol/7/1/000161/000161.html
000162	2013	Manuel Portela	University of Coimbra	Manuel Portela, University of Coimbra	Theoretical Permutations for Reading Cybertexts: A Review of Markku Eskelinen, Cybertext Poetics: The Critical Landscape of New Media Literary Theory and C.T. Funkouser, New Directions in Digital Poetry	000389	000616	000457	000369	000378	000103	000564	000108	000331	000115	https://dhq.digitalhumanities.org/vol/7/3/000162/000162.html
000163	2013	Alex H. Poole	University of North Carolina at Chapel Hill	Alex H. Poole, University of North Carolina at Chapel Hill	Now is the Future Now? The Urgency of Digital Curation in the Digital Humanities	000701	000077	000179	000022	000714	000177	000227	000370	000127	000321	https://dhq.digitalhumanities.org/vol/7/2/000163/000163.html
000164	2013	Adam Crymble | Julia Flanders	Kings College London | Northeastern University	Adam Crymble, Kings College London; Julia Flanders, Northeastern University	FairCite	000025	000350	000014	000111	000012	000192	000088	000070	000665	000428	https://dhq.digitalhumanities.org/vol/7/2/000164/000164.html
000165	2013	Robert Schoenbeck	University of California, Irvine	Robert Schoenbeck, University of California, Irvine	Playing with Chance: On Random Generation in Playable Media and Electronic Literature	000153	000533	000139	000087	000200	000052	000104	000002	000122	000046	https://dhq.digitalhumanities.org/vol/7/3/000165/000165.html
000166	2013	Jennifer Roberts-Smith | Shawn DeSouza-Coelho | Teresa M. Dobson | Sandra Gabriele | Omar Rodriguez-Arenas | Stan Ruecker | Stéfan Sinclair | Annmarie Akong | Matt Bouchard | Marcelo Hong | Diane Jakacki | David Lam | Alexandra Kovacs | Lesley Northam | Daniel So	University of Waterloo | University of Waterloo | University of British Columbia | York University | University of Alberta | Illinois Institute of Technology | McGill University | York University | University of Alberta | York University | Bucknell University | University of Waterloo | University of Toronto | University of Waterloo | York University	Jennifer Roberts-Smith, University of Waterloo; Shawn DeSouza-Coelho, University of Waterloo; Teresa M. Dobson, University of British Columbia; Sandra Gabriele, York University; Omar Rodriguez-Arenas, University of Alberta; Stan Ruecker, Illinois Institute of Technology; Stéfan Sinclair, McGill University; Annmarie Akong, York University; Matt Bouchard, University of Alberta; Marcelo Hong, York University; Diane Jakacki, Bucknell University; David Lam, University of Waterloo; Alexandra Kovacs, University of Toronto; Lesley Northam, University of Waterloo; Daniel So, York University	Visualizing Theatrical Text: From Watching the Script to the Simulated Environment for Theatre (SET)	000337	000067	000169	000709	000173	000313	000372	000507	000184	000265	https://dhq.digitalhumanities.org/vol/7/3/000166/000166.html
000167	2013	Helle Porsdam	University of Copenhagen	Helle Porsdam, University of Copenhagen	Digital Humanities: On Finding the Proper Balance between Qualitative and Quantitative Ways of Doing Research in the Humanities	000134	000127	000077	000177	000074	000311	000112	000095	000119	000193	https://dhq.digitalhumanities.org/vol/7/3/000167/000167.html
000168	2014	Carolyn Strange | Daniel McNamara | Josh Wodak | Ian Wood	Australian National University |  | Australian National University | Research School of Computer Science, Australian National University	Carolyn Strange, Australian National University; Daniel McNamara; Josh Wodak, Australian National University; Ian Wood, Research School of Computer Science, Australian National University	Mining for the Meanings of a Murder: The Impact of OCR Quality on the Use of Digitized Historical Newspapers	000029	000708	000176	000144	000738	000003	000696	000070	000808	000093	https://dhq.digitalhumanities.org/vol/8/1/000168/000168.html
000169	2014	Leen Breure | Maarten Hoogerwerf | René van Horik	Utrecht University & DANS (Dutch Data Archive) | DANS (Dutch Data Archive) | DANS (Dutch Data Archive)	Leen Breure, Utrecht University & DANS (Dutch Data Archive); Maarten Hoogerwerf, DANS (Dutch Data Archive); René van Horik, DANS (Dutch Data Archive)	Xpos’re: A Tool for Rich Internet Publications	000159	000173	000029	000507	000056	000166	000047	000372	000523	000279	https://dhq.digitalhumanities.org/vol/8/2/000169/000169.html
000170	2014	Takafumi Suzuki | Mai Hosoya	Toyo University | Toyo University	Takafumi Suzuki, Toyo University; Mai Hosoya, Toyo University	Computational Stylistic Analysis of Popular Songs of Japanese Female Singer-songwriters	000034	000146	000440	000808	000014	000341	000357	000338	000328	000045	https://dhq.digitalhumanities.org/vol/8/1/000170/000170.html
000171	2014	Shawna Ross	Arizona State University	Shawna Ross, Arizona State University	In Praise of Overstating the Case: A review of Franco Moretti, Distant Reading (London: Verso, 2013)	000140	000317	000341	000108	000188	000197	000203	000005	000178	000097	https://dhq.digitalhumanities.org/vol/8/1/000171/000171.html
000172	2014	James Smithies	University of Canterbury	James Smithies, University of Canterbury	Digital Humanities, Postfoundationalism, Postindustrial Culture	000193	000109	000138	000112	000015	000689	000457	000020	000201	000541	https://dhq.digitalhumanities.org/vol/8/1/000172/000172.html
000173	2014	Annie Murray | Jared Wiercinski	University of Calgary | Concordia University	Annie Murray, University of Calgary; Jared Wiercinski, Concordia University	A Design Methodology for Web-based Sound Archives	000056	000507	000227	000184	000169	000159	000179	000047	000081	000313	https://dhq.digitalhumanities.org/vol/8/2/000173/000173.html
000174	2014	Ashley Reed	University of North Carolina	Ashley Reed, University of North Carolina	Managing an Established Digital Humanities Project: Principles and Practices from the Twentieth Year of the William Blake Archive	000179	000184	000227	000061	000003	000473	000321	000173	000350	000468	https://dhq.digitalhumanities.org/vol/8/1/000174/000174.html
000175	2014	Manuel Portela	University of Coimbra	Manuel Portela, University of Coimbra	Multimodal Editing and Archival Performance: A Diagrammatic Essay on Transcoding Experimental Literature	000227	000061	000327	000174	000144	000059	000003	000455	000053	000469	https://dhq.digitalhumanities.org/vol/8/1/000175/000175.html
000176	2014	Hinke Piersma | Ismee Tames | Lars Buitinck | Johan van Doornik | Maarten Marx	NIOD Institute for War, Holocaust and Genocide Studies | NIOD Institute for War, Holocaust and Genocide Studies | Informatics Institute, University of Amsterdam | Informatics Institute, University of Amsterdam | Informatics Institute, University of Amsterdam	Hinke Piersma, NIOD Institute for War, Holocaust and Genocide Studies; Ismee Tames, NIOD Institute for War, Holocaust and Genocide Studies; Lars Buitinck, Informatics Institute, University of Amsterdam; Johan van Doornik, Informatics Institute, University of Amsterdam; Maarten Marx, Informatics Institute, University of Amsterdam	War in Parliament: What a Digital Approach Can Add to the Study of Parliamentary History	000144	000770	000808	000003	000168	000034	000761	000528	000735	000708	https://dhq.digitalhumanities.org/vol/8/1/000176/000176.html
000177	2014	Erik Shell	University of Maryland	Erik Shell, University of Maryland	A review of Brett D. Hirsch (Ed.)’s Digital Humanities: Pedagogy: Practices, Principles, and Politics	000077	000311	000055	000080	000167	000119	000133	000079	000050	000319	https://dhq.digitalhumanities.org/vol/8/2/000177/000177.html
000178	2014	Sonia Howell | Margaret Kelleher | Aja Teehan | John Keating	University of Notre Dame, USA | University College Dublin (UCD) | National University of Ireland, Maynooth, Ireland | National University of Ireland, Maynooth, Ireland	Sonia Howell, University of Notre Dame, USA; Margaret Kelleher, University College Dublin (UCD); Aja Teehan, National University of Ireland, Maynooth, Ireland; John Keating, National University of Ireland, Maynooth, Ireland	A Digital Humanities Approach to Narrative Voice in The Secret Scripture: Proposing a New Research Method	000454	000864	000387	000703	000500	000075	000197	000275	000323	000071	https://dhq.digitalhumanities.org/vol/8/2/000178/000178.html
000179	2014	Geoffrey Rockwell | Shawn Day | Joyce Yu | Maureen Engel	University of Alberta | University College Cork | University of Alberta | University of Alberta	Geoffrey Rockwell, University of Alberta; Shawn Day, University College Cork; Joyce Yu, University of Alberta; Maureen Engel, University of Alberta	Burying Dead Projects: Depositing the Globalization Compendium	000227	000184	000084	000321	000174	000761	000670	000640	000375	000047	https://dhq.digitalhumanities.org/vol/8/2/000179/000179.html
000180	2014	David Dowling	University of Iowa	David Dowling, University of Iowa	Escaping the Shallows: Deep Reading’s Revival in the Digital Age	000142	000389	000564	000197	000398	000140	000203	000387	000151	000150	https://dhq.digitalhumanities.org/vol/8/2/000180/000180.html
000181	2014	Joel Kalvesmaki	Dumbarton Oaks	Joel Kalvesmaki, Dumbarton Oaks	Canonical References in Electronic Texts: Rationale and Best Practices	000028	000662	000489	000350	000044	000012	000054	000078	000107	000370	https://dhq.digitalhumanities.org/vol/8/2/000181/000181.html
000182	2014	Sean Sturm | Stephen Francis Turner	The University of Auckland | The University of Auckland	Sean Sturm, The University of Auckland; Stephen Francis Turner, The University of Auckland	Digital Caricature	000541	000740	000524	000011	000361	000389	000356	000324	000140	000532	https://dhq.digitalhumanities.org/vol/8/3/000182/000182.html
000183	2014	Martin Mueller	Northwestern University	Martin Mueller, Northwestern University	Shakespeare His Contemporaries: collaborative curation and exploration of Early Modern drama in a digital environment	000012	000323	000286	000263	000227	000041	000097	000237	000648	000093	https://dhq.digitalhumanities.org/vol/8/3/000183/000183.html
000184	2014	Tom J. Lynch	Computer Sciences Corporation	Tom J. Lynch, Computer Sciences Corporation	Social Networks and Archival Context Project: A Case Study of Emerging Cyberinfrastructure	000025	000227	000119	000174	000047	000179	000173	000469	000031	000133	https://dhq.digitalhumanities.org/vol/8/3/000184/000184.html
000185	2014	Jaime Lee Kirtz	University of Colorado	Jaime Lee Kirtz, University of Colorado	Computers, Comics and Cult Status: A Forensics of Digital Graphic Novels	000012	000034	000371	000029	000170	000286	000237	000041	000244	000140	https://dhq.digitalhumanities.org/vol/8/3/000185/000185.html
000186	2015	Tanya Clement	School of Information, University of Texas at Austin	Tanya Clement, School of Information, University of Texas at Austin	An Information Science Question in DH Feminism	000208	000632	000450	000671	000201	000211	000216	000820	000209	000743	https://dhq.digitalhumanities.org/vol/9/2/000186/000186.html
000187	2014	Hilary Havens	University of Tennessee	Hilary Havens, University of Tennessee	Adobe Photoshop and Eighteenth-Century Manuscripts: A New Approach to Digital Paleography	000192	000572	000144	000150	000430	000108	000382	000027	000062	000553	https://dhq.digitalhumanities.org/vol/8/4/000187/000187.html
000188	2014	Peter Johnston	Royal Holloway, University of London	Peter Johnston, Royal Holloway, University of London	J. M. Coetzee's Work in Stylostatistics	000140	000097	000286	000197	000012	000203	000099	000144	000229	000341	https://dhq.digitalhumanities.org/vol/8/3/000188/000188.html
000189	2014	Britt Hoskins	Virginia Tech	Britt Hoskins, Virginia Tech	Before You Read: A Reconstructed Literary History in Reading by Numbers	000434	000382	000317	000099	000044	000140	000150	000283	000128	000616	https://dhq.digitalhumanities.org/vol/8/3/000189/000189.html
000190	2014	Eric Hoyt | Kevin Ponto | Carrie Roy	University of Wisconsin-Madison | University of Wisconsin-Madison | University of Wisconsin-Madison	Eric Hoyt, University of Wisconsin-Madison; Kevin Ponto, University of Wisconsin-Madison; Carrie Roy, University of Wisconsin-Madison	Visualizing and Analyzing the Hollywood Screenplay with ScripThreads	000499	000170	000244	000498	000203	000709	000337	000067	000341	000534	https://dhq.digitalhumanities.org/vol/8/4/000190/000190.html
000191	2014	Adam Heidebrink-Bruno	Independent scholar	Adam Heidebrink-Bruno, Independent scholar	Multiple and Converging Literacies: A Review of Learning the Virtual Life, edited by Peter Trifonas.	000047	000085	000119	000402	000303	000315	000403	000516	000385	000352	https://dhq.digitalhumanities.org/vol/8/3/000191/000191.html
000192	2014	Aaron Mauro	Penn State Erie, The Behrend College	Aaron Mauro, Penn State Erie, The Behrend College	Versioning Loss: Jonathan Safran Foer’s Tree of Codes and the Materiality of Digital Publishing	000144	000150	000187	000572	000350	000389	000428	000108	000362	000455	https://dhq.digitalhumanities.org/vol/8/4/000192/000192.html
000193	2015	Isabel Pinto	Research Centre for Communication and Culture from the Catholic University of Portugal	Isabel Pinto, Research Centre for Communication and Culture from the Catholic University of Portugal	Intermediality and Cultural Assessment: Digital Flows in the Global Age, A Review of Digital Humanities and the Study of Intermediality in Comparative Cultural Studies, edited by Steven Tötösy de Zepetnek. Purdue Scholarly Publishing Services, 2013, 375 pp.	000541	000108	000443	000375	000274	000167	000172	000015	000409	000332	https://dhq.digitalhumanities.org/vol/9/3/000193/000193.html
000194	2014	Dene Grigar	Washington State University Vancouver	Dene Grigar, Washington State University Vancouver	Curating Electronic Literature as Critical and Scholarly Practice	000159	000740	000315	000782	000328	000165	000410	000071	000379	000592	https://dhq.digitalhumanities.org/vol/8/4/000194/000194.html
000195	2014	Michael Gavin	University of South Carolina	Michael Gavin, University of South Carolina	Agent-Based Modeling and Historical Simulation	000026	000400	000105	000534	000502	000604	000244	000300	000263	000458	https://dhq.digitalhumanities.org/vol/8/4/000195/000195.html
000196	2014	David Schloen | Sandra Schloen	University of Chicago | University of Chicago	David Schloen, University of Chicago; Sandra Schloen, University of Chicago	Beyond Gutenberg: Transcending the Document Paradigm in Digital Humanities	000370	000105	000127	000026	000745	000019	000761	000245	000258	000108	https://dhq.digitalhumanities.org/vol/8/4/000196/000196.html
000197	2014	Frédéric Clavert	Université Paris-Sorbonne	Frédéric Clavert, Université Paris-Sorbonne	Reading Today	000140	000108	000128	000178	000317	000382	000281	000203	000447	000564	https://dhq.digitalhumanities.org/vol/8/4/000197/000197.html
000198	2015	Katina Rogers	The Graduate Center, City University of New York	Katina Rogers, The Graduate Center, City University of New York	Humanities Unbound: Supporting Careers and Scholarship Beyond the Tenure Track	000336	000179	000597	000184	000029	000031	000319	000133	000620	000374	https://dhq.digitalhumanities.org/vol/9/1/000198/000198.html
000199	2015	Deena Engel | Marion Thain	Courant Institute of Mathematical Sciences, New York University | New York University	Deena Engel, Courant Institute of Mathematical Sciences, New York University; Marion Thain, New York University	Textual Artifacts and their Digital Representations: Teaching Graduate Students to Build Online Archives	000151	000660	000231	000227	000323	000503	000084	000215	000424	000036	https://dhq.digitalhumanities.org/vol/9/1/000199/000199.html
000200	2015	Elizabeth Losh	University of California, San Diego	Elizabeth Losh, University of California, San Diego	What can the digital humanities learn from feminist game studies?	000760	000119	000628	000216	000808	000165	000134	000022	000863	000528	https://dhq.digitalhumanities.org/vol/9/2/000200/000200.html
000201	2015	Gabrielle Dean	Johns Hopkins University	Gabrielle Dean, Johns Hopkins University	The Shock of the Familiar: Three Timelines about Gender and Technology in the Library	000202	000471	000217	000450	000448	000208	000211	000138	000216	000575	https://dhq.digitalhumanities.org/vol/9/2/000201/000201.html
000202	2015	Constance Crompton | Raymond Siemens | Alyssa Arbuckle | Implementing New Knowledge Environment (INKE)	University of British Columbia, Okanagan | University of Victoria | University of Victoria |	Constance Crompton, University of British Columbia, Okanagan; Raymond Siemens, University of Victoria; Alyssa Arbuckle, University of Victoria; Implementing New Knowledge Environment (INKE)	Enlisting "Vertues Noble & Excelent": Behavior, Credit, and Knowledge Organization in the Social Edition	000209	000112	000217	000233	000201	000216	000019	000618	000156	000820	https://dhq.digitalhumanities.org/vol/9/2/000202/000202.html
000203	2015	Tomas Zahora | Dmitri Nikulin | Constant J. Mews | David Squire	Monash University | Google | Monash University | Monash University	Tomas Zahora, Monash University; Dmitri Nikulin, Google; Constant J. Mews, Monash University; David Squire, Monash University	Deconstructing Bricolage: Interactive Online Analysis of Compiled Texts with Factotum	000356	000140	000687	000341	000012	000190	000323	000313	000075	000229	https://dhq.digitalhumanities.org/vol/9/1/000203/000203.html
000204	2015	Christina Manzo | Geoff Kaufman | Sukdith Punjasthitkul | Mary Flanagan	Simmons College, USA | Tiltfactor Laboratory, Dartmouth College, USA | Tiltfactor Laboratory, Dartmouth College, USA | Tiltfactor Laboratory, Dartmouth College, USA	Christina Manzo, Simmons College, USA; Geoff Kaufman, Tiltfactor Laboratory, Dartmouth College, USA; Sukdith Punjasthitkul, Tiltfactor Laboratory, Dartmouth College, USA; Mary Flanagan, Tiltfactor Laboratory, Dartmouth College, USA	"By the People, For the People": Assessing the Value of Crowdsourced, User-Generated Metadata	000129	000270	000215	000227	000089	000199	000125	000163	000323	000019	https://dhq.digitalhumanities.org/vol/9/1/000204/000204.html
000205	2015	Mitchell Whitelaw	University of Canberra, Australia	Mitchell Whitelaw, University of Canberra, Australia	Generous Interfaces for Digital Cultural Collections	000819	000227	000173	000067	000281	000166	000265	000337	000356	000275	https://dhq.digitalhumanities.org/vol/9/1/000205/000205.html
000206	2015	Adam Crymble	University of Hertfordshire, United Kingdom	Adam Crymble, University of Hertfordshire, United Kingdom	Does your historical collection need a database-driven website?	000227	000034	000355	000318	000772	000625	000640	000003	000819	000468	https://dhq.digitalhumanities.org/vol/9/1/000206/000206.html
000207	2015	Shawna Ross	Arizona State University	Shawna Ross, Arizona State University	Close Rereading: A review of Jessica Pressman, Digital Modernism: Making It New in New Media (Oxford: Oxford UP, 2014)	000017	000005	000616	000140	000099	000162	000193	000108	000087	000046	https://dhq.digitalhumanities.org/vol/9/1/000207/000207.html
000208	2015	Roopika Risam	Salem State University	Roopika Risam, Salem State University	Beyond the Margins: Intersectionality and the Digital Humanities	000186	000632	000209	000211	000216	000202	000636	000633	000644	000743	https://dhq.digitalhumanities.org/vol/9/2/000208/000208.html
000209	2015	Moya Bailey	Northeastern University	Moya Bailey, Northeastern University	#transform(ing)DH Writing and Research: An Autoethnography of Digital Humanities and Feminist Ethics	000202	000217	000233	000645	000211	000216	000633	000208	000112	000820	https://dhq.digitalhumanities.org/vol/9/2/000209/000209.html
000210	2015	Roger Todd Whitson | Anastasia Salter	Washington State University | University of Central Florida	Roger Todd Whitson, Washington State University; Anastasia Salter, University of Central Florida	Introduction: Comics and the Digital Humanities	000619	000091	000212	000234	000254	000218	000202	000089	000214	000297	https://dhq.digitalhumanities.org/vol/9/4/000210/000210.html
000211	2015	Nicole Starosielski	New York University	Nicole Starosielski, New York University	Orientation: "Man and His Tool, Again?"	000216	000404	000208	000043	000209	000351	000645	000448	000450	000760	https://dhq.digitalhumanities.org/vol/9/2/000211/000211.html
000212	2015	Aaron Jacob Kashtan	Miami University	Aaron Jacob Kashtan, Miami University	Materiality Comics	000214	000150	000230	000139	000122	000088	000011	000308	000234	000052	https://dhq.digitalhumanities.org/vol/9/4/000212/000212.html
000213	2015	Alix Keener	University of Michigan	Alix Keener, University of Michigan	The Arrival Fallacy: Collaborative Research Relationships in the Digital Humanities	000628	000701	000336	000134	000177	000055	000112	000022	000127	000184	https://dhq.digitalhumanities.org/vol/9/2/000213/000213.html
000214	2015	Aaron Scott Humphrey	University of Adelaide	Aaron Scott Humphrey, University of Adelaide	Multimodal Authoring and Authority in Educational Comics: Introducing Derrida and Foucault for Beginners	000212	000230	000225	000234	000139	000218	000340	000193	000455	000030	https://dhq.digitalhumanities.org/vol/9/4/000214/000214.html
000215	2015	Nabeel Siddiqui	College of William and Mary	Nabeel Siddiqui, College of William and Mary	Data Assemblages: A Call to Conceptualize Materiality in the Academic Ecosystem	000471	000054	000320	000035	000151	000199	000306	000319	000304	000669	https://dhq.digitalhumanities.org/vol/9/2/000215/000215.html
000216	2015	Jamie “Skye” Bianco	New York University	Jamie “Skye” Bianco, New York University	Man and His Tool, Again? Queer and Feminist Notes on Practices in the Digital Humanities and Object Orientations Everywhere	000211	000209	000208	000404	000043	000202	000633	000632	000743	000314	https://dhq.digitalhumanities.org/vol/9/2/000216/000216.html
000217	2015	Jacqueline Wernimont	Arizona State University	Jacqueline Wernimont, Arizona State University	Introduction to Feminisms and DH special issue	000209	000202	000112	000706	000450	000473	000645	000633	000208	000201	https://dhq.digitalhumanities.org/vol/9/2/000217/000217.html
000218	2015	B.J. Parker	Baylor University	B.J. Parker, Baylor University	Graphic Images of YHWH: Exploring and Exploding the Bounds of Sexual Objectification in Ezekiel 16	000225	000234	000212	000214	000686	000137	000052	000619	000359	000139	https://dhq.digitalhumanities.org/vol/9/4/000218/000218.html
