Article ID	Pub. Year	Authors	Affiliations	Title	Recommendation 1	Recommendation 2	Recommendation 3	Recommendation 4	Recommendation 5	Recommendation 6	Recommendation 7	Recommendation 8	Recommendation 9	Recommendation 10	url
000170	2014	Takafumi Suzuki | Mai Hosoya	Toyo University | Toyo University	Computational Stylistic Analysis of Popular Songs of Japanese Female Singer-songwriters	000680	000434	000516	000440	000526	000504	000498	000029	000521	000688	https://digitalhumanities.org/dhq/vol/8/1/000170/000170.html
000171	2014	Shawna Ross	Arizona State University	In Praise of Overstating the Case: A review of Franco Moretti, Distant Reading (London: Verso, 2013)	000317	000616	000152	000178	000172	000154	000378	000289	000686	000434	https://digitalhumanities.org/dhq/vol/8/1/000171/000171.html
000172	2014	James Smithies	University of Canterbury	Digital Humanities, Postfoundationalism, Postindustrial Culture	000080	000112	000503	000069	000208	000616	000154	000102	000186	000450	https://digitalhumanities.org/dhq/vol/8/1/000172/000172.html
000173	2014	Annie Murray | Jared Wiercinski	University of Calgary | Concordia University	A Design Methodology for Web-based Sound Archives	000607	000477	000279	000030	000235	000647	000586	000655	000401	000344	https://digitalhumanities.org/dhq/vol/8/2/000173/000173.html
000174	2014	Ashley Reed	University of North Carolina	Managing an Established Digital Humanities Project: Principles and Practices from the Twentieth Year of the William Blake Archive	000372	000052	000233	000155	000715	000552	000051	000054	000376	000132	https://digitalhumanities.org/dhq/vol/8/1/000174/000174.html
000175	2014	Manuel Portela	University of Coimbra	Multimodal Editing and Archival Performance: A Diagrammatic Essay on Transcoding Experimental Literature	000087	000122	000118	000138	000102	000192	000601	000161	000151	000141	https://digitalhumanities.org/dhq/vol/8/1/000175/000175.html
000176	2014	Hinke Piersma | Ismee Tames | Lars Buitinck | Johan van Doornik | Maarten Marx	NIOD Institute for War, Holocaust and Genocide Studies | NIOD Institute for War, Holocaust and Genocide Studies | Informatics Institute, University of Amsterdam | Informatics Institute, University of Amsterdam | Informatics Institute, University of Amsterdam	War in Parliament: What a Digital Approach Can Add to the Study of Parliamentary History	000518	000052	000039	000139	000328	000263	000240	000265	000327	000294	https://digitalhumanities.org/dhq/vol/8/1/000176/000176.html
000177	2014	Erik Shell	University of Maryland	A review of Brett D. Hirsch (Ed.)’s Digital Humanities: Pedagogy: Practices, Principles, and Politics	000315	000570	000303	000721	000394	000334	000306	000106	000358	000305	https://digitalhumanities.org/dhq/vol/8/2/000177/000177.html
000178	2014	Sonia Howell | Margaret Kelleher | Aja Teehan | John Keating	University of Notre Dame, USA | University College Dublin (UCD) | National University of Ireland, Maynooth, Ireland | National University of Ireland, Maynooth, Ireland	A Digital Humanities Approach to Narrative Voice in The Secret Scripture: Proposing a New Research Method	000324	000154	000641	000491	000152	000545	000098	000548	000552	000009	https://digitalhumanities.org/dhq/vol/8/2/000178/000178.html
000179	2014	Geoffrey Rockwell | Shawn Day | Joyce Yu | Maureen Engel	University of Alberta | University College Cork | University of Alberta | University of Alberta	Burying Dead Projects: Depositing the Globalization Compendium	000524	000076	000038	000306	000086	000320	000203	000395	000648	000660	https://digitalhumanities.org/dhq/vol/8/2/000179/000179.html
000180	2014	David Dowling	University of Iowa	Escaping the Shallows: Deep Reading’s Revival in the Digital Age	000115	000192	000110	000103	000011	000080	000389	000557	000619	000124	https://digitalhumanities.org/dhq/vol/8/2/000180/000180.html
000181	2014	Joel Kalvesmaki	Dumbarton Oaks	Canonical References in Electronic Texts: Rationale and Best Practices	000028	000293	000245	000455	000089	000023	000350	000254	000398	000561	https://digitalhumanities.org/dhq/vol/8/2/000181/000181.html
000182	2014	Sean Sturm | Stephen Francis Turner	The University of Auckland | The University of Auckland	Digital Caricature	000540	000508	000560	000011	000389	000052	000275	000494	000324	000316	https://digitalhumanities.org/dhq/vol/8/3/000182/000182.html
000183	2014	Martin Mueller	Northwestern University	Shakespeare His Contemporaries: collaborative curation and exploration of Early Modern drama in a digital environment	000035	000023	000028	000675	000024	000029	000245	000181	000034	000297	https://digitalhumanities.org/dhq/vol/8/3/000183/000183.html
000184	2014	Tom J. Lynch	Computer Sciences Corporation	Social Networks and Archival Context Project: A Case Study of Emerging Cyberinfrastructure	000077	000151	000603	000107	000112	000090	000401	000163	000080	000466	https://digitalhumanities.org/dhq/vol/8/3/000184/000184.html
000185	2014	Jaime Lee Kirtz	University of Colorado	Computers, Comics and Cult Status: A Forensics of Digital Graphic Novels	000117	000210	000148	000619	000139	000098	000214	000218	000151	000276	https://digitalhumanities.org/dhq/vol/8/3/000185/000185.html
000186	2015	Tanya Clement	School of Information, University of Texas at Austin	An Information Science Question in DH Feminism	000080	000065	000254	000163	000055	000112	000258	000503	000477	000172	https://digitalhumanities.org/dhq/vol/9/2/000186/000186.html
000187	2014	Hilary Havens	University of Tennessee	Adobe Photoshop and Eighteenth-Century Manuscripts: A New Approach to Digital Paleography	000718	000199	000669	000229	000052	000071	000240	000534	000424	000384	https://digitalhumanities.org/dhq/vol/8/4/000187/000187.html
000188	2014	Peter Johnston	Royal Holloway, University of London	J. M. Coetzee's Work in Stylostatistics	000492	000599	000029	000053	000104	000583	000697	000175	000600	000561	https://digitalhumanities.org/dhq/vol/8/3/000188/000188.html
000189	2014	Britt Hoskins	Virginia Tech	Before You Read: A Reconstructed Literary History in Reading by Numbers	000565	000566	000556	000389	000555	000179	000568	000545	000616	000205	https://digitalhumanities.org/dhq/vol/8/3/000189/000189.html
000190	2014	Eric Hoyt | Kevin Ponto | Carrie Roy	University of Wisconsin-Madison | University of Wisconsin-Madison | University of Wisconsin-Madison	Visualizing and Analyzing the Hollywood Screenplay with ScripThreads	000180	000500	000639	000276	000339	000499	000331	000010	000103	000157	https://digitalhumanities.org/dhq/vol/8/4/000190/000190.html
000191	2014	Adam Heidebrink-Bruno	Independent scholar	Multiple and Converging Literacies: A Review of Learning the Virtual Life, edited by Peter Trifonas.	000315	000443	000303	000557	000330	000306	000596	000621	000314	000524	https://digitalhumanities.org/dhq/vol/8/3/000191/000191.html
000192	2014	Aaron Mauro	Penn State Erie, The Behrend College	Versioning Loss: Jonathan Safran Foer’s Tree of Codes and the Materiality of Digital Publishing	000455	000180	000115	000503	000668	000186	000257	000501	000092	000199	https://digitalhumanities.org/dhq/vol/8/4/000192/000192.html
000193	2015	Isabel Pinto	Research Centre for Communication and Culture from the Catholic University of Portugal	Intermediality and Cultural Assessment: Digital Flows in the Global Age, A Review of Digital Humanities and the Study of Intermediality in Comparative Cultural Studies, edited by Steven Tötösy de Zepetnek. Purdue Scholarly Publishing Services, 2013, 375 pp.	000080	000117	000324	000524	000314	000616	000102	000111	000465	000148	https://digitalhumanities.org/dhq/vol/9/3/000193/000193.html
000194	2014	Dene Grigar	Washington State University Vancouver	Curating Electronic Literature as Critical and Scholarly Practice	000151	000046	000139	000314	000356	000175	000455	000616	000713	000017	https://digitalhumanities.org/dhq/vol/8/4/000194/000194.html
000195	2014	Michael Gavin	University of South Carolina	Agent-Based Modeling and Historical Simulation	000108	000415	000351	000153	000258	000002	000339	000122	000127	000142	https://digitalhumanities.org/dhq/vol/8/4/000195/000195.html
000196	2014	David Schloen | Sandra Schloen	University of Chicago | University of Chicago	Beyond Gutenberg: Transcending the Document Paradigm in Digital Humanities	000475	000549	000731	000668	000068	000316	000026	000279	000568	000028	https://digitalhumanities.org/dhq/vol/8/4/000196/000196.html
000197	2014	Frédéric Clavert	Université Paris-Sorbonne	Reading Today	000257	000297	000035	000029	000023	000365	000354	000364	000362	000367	https://digitalhumanities.org/dhq/vol/8/4/000197/000197.html
000198	2015	Katina Rogers	The Graduate Center, City University of New York	Humanities Unbound: Supporting Careers and Scholarship Beyond the Tenure Track	000330	000114	000473	000233	000315	000083	000441	000570	000643	000401	https://digitalhumanities.org/dhq/vol/9/1/000198/000198.html
000199	2015	Deena Engel | Marion Thain	Courant Institute of Mathematical Sciences, New York University | New York University	Textual Artifacts and their Digital Representations: Teaching Graduate Students to Build Online Archives	000668	000552	000306	000175	000387	000303	000304	000116	000039	000715	https://digitalhumanities.org/dhq/vol/9/1/000199/000199.html
000200	2015	Elizabeth Losh	University of California, San Diego	What can the digital humanities learn from feminist game studies?	000501	000129	000122	000331	000222	000066	000153	000713	000217	000385	https://digitalhumanities.org/dhq/vol/9/2/000200/000200.html
000201	2015	Gabrielle Dean	Johns Hopkins University	The Shock of the Familiar: Three Timelines about Gender and Technology in the Library	000322	000080	000470	000340	000215	000424	000315	000718	000468	000163	https://digitalhumanities.org/dhq/vol/9/2/000201/000201.html
000202	2015	Constance Crompton | Raymond Siemens | Alyssa Arbuckle | Implementing New Knowledge Environment (INKE)	University of British Columbia, Okanagan | University of Victoria | University of Victoria |	Enlisting "Vertues Noble & Excelent": Behavior, Credit, and Knowledge Organization in the Social Edition	000316	000320	000340	000714	000410	000315	000480	000224	000534	000706	https://digitalhumanities.org/dhq/vol/9/2/000202/000202.html
000203	2015	Tomas Zahora | Dmitri Nikulin | Constant J. Mews | David Squire	Monash University | Google | Monash University | Monash University	Deconstructing Bricolage: Interactive Online Analysis of Compiled Texts with Factotum	000323	000069	000500	000183	000649	000104	000501	000455	000444	000657	https://digitalhumanities.org/dhq/vol/9/1/000203/000203.html
000204	2015	Christina Manzo | Geoff Kaufman | Sukdith Punjasthitkul | Mary Flanagan	Simmons College, USA | Tiltfactor Laboratory, Dartmouth College, USA | Tiltfactor Laboratory, Dartmouth College, USA | Tiltfactor Laboratory, Dartmouth College, USA	"By the People, For the People": Assessing the Value of Crowdsourced, User-Generated Metadata	000424	000201	000578	000524	000515	000086	000123	000469	000410	000509	https://digitalhumanities.org/dhq/vol/9/1/000204/000204.html
000205	2015	Mitchell Whitelaw	University of Canberra, Australia	Generous Interfaces for Digital Cultural Collections	000290	000497	000327	000678	000654	000524	000227	000071	000376	000400	https://digitalhumanities.org/dhq/vol/9/1/000205/000205.html
000206	2015	Adam Crymble	University of Hertfordshire, United Kingdom	Does your historical collection need a database-driven website?	000054	000463	000475	000275	000631	000208	000666	000468	000016	000670	https://digitalhumanities.org/dhq/vol/9/1/000206/000206.html
000207	2015	Shawna Ross	Arizona State University	Close Rereading: A review of Jessica Pressman, Digital Modernism: Making It New in New Media (Oxford: Oxford UP, 2014)	000099	000566	000092	000094	000097	000158	000152	000096	000397	000341	https://digitalhumanities.org/dhq/vol/9/1/000207/000207.html
000208	2015	Roopika Risam	Salem State University	Beyond the Margins: Intersectionality and the Digital Humanities	000404	000610	000448	000217	000600	000633	000659	000641	000630	000643	https://digitalhumanities.org/dhq/vol/9/2/000208/000208.html
000209	2015	Moya Bailey	Northeastern University	#transform(ing)DH Writing and Research: An Autoethnography of Digital Humanities and Feminist Ethics	000634	000610	000483	000404	000639	000611	000217	000427	000566	000379	https://digitalhumanities.org/dhq/vol/9/2/000209/000209.html
000210	2015	Roger Todd Whitson | Anastasia Salter	Washington State University | University of Central Florida	Introduction: Comics and the Digital Humanities	000117	000139	000214	000185	000619	000218	000212	000225	000230	000148	https://digitalhumanities.org/dhq/vol/9/4/000210/000210.html
000211	2015	Nicole Starosielski	New York University	Orientation: "Man and His Tool, Again?"	000331	000208	000718	000448	000610	000639	000634	000428	000566	000562	https://digitalhumanities.org/dhq/vol/9/2/000211/000211.html
000212	2015	Aaron Jacob Kashtan	Miami University	Materiality Comics	000117	000210	000214	000185	000225	000619	000230	000139	000218	000578	https://digitalhumanities.org/dhq/vol/9/4/000212/000212.html
000213	2015	Alix Keener	University of Michigan	The Arrival Fallacy: Collaborative Research Relationships in the Digital Humanities	000677	000536	000322	000441	000420	000443	000661	000470	000302	000201	https://digitalhumanities.org/dhq/vol/9/2/000213/000213.html
000214	2015	Aaron Scott Humphrey	University of Adelaide	Multimodal Authoring and Authority in Educational Comics: Introducing Derrida and Foucault for Beginners	000210	000185	000117	000212	000139	000218	000619	000225	000098	000230	https://digitalhumanities.org/dhq/vol/9/4/000214/000214.html
000215	2015	Nabeel Siddiqui	College of William and Mary	Data Assemblages: A Call to Conceptualize Materiality in the Academic Ecosystem	000603	000126	000376	000621	000685	000384	000485	000714	000122	000482	https://digitalhumanities.org/dhq/vol/9/2/000215/000215.html
000216	2015	Jamie "Skye" Bianco	New York University	Man and His Tool, Again? Queer and Feminist Notes on Practices in the Digital Humanities and Object Orientations Everywhere	000483	000718	000616	000428	000429	000610	000211	000331	000208	000209	https://digitalhumanities.org/dhq/vol/9/2/000216/000216.html
000217	2015	Jacqueline Wernimont	Arizona State University	Introduction to Feminisms and DH special issue	000557	000610	000208	000541	000186	000643	000287	000645	000112	000527	https://digitalhumanities.org/dhq/vol/9/2/000217/000217.html
000218	2015	B.J. Parker	Baylor University	Graphic Images of YHWH: Exploring and Exploding the Bounds of Sexual Objectification in Ezekiel 16	000139	000210	000117	000639	000153	000545	000631	000623	000398	000657	https://digitalhumanities.org/dhq/vol/9/4/000218/000218.html
000219	2015	Luke Fernandez	Weber State University	Studying Up: A Review of Alice Marwick’s Status Update	000264	000685	000322	000690	000596	000302	000319	000706	000351	000107	https://digitalhumanities.org/dhq/vol/9/2/000219/000219.html
000220	2015	Alan Bilansky	University of Illinois, Urbana-Champaign	TypeWright: An Experiment in Participatory Curation	000125	000202	000410	000718	000577	000424	000313	000199	000315	000435	https://digitalhumanities.org/dhq/vol/9/4/000220/000220.html
000221	2015	Isabel Galina Russell	Instituto de Investigaciones Bibliotecológicas, Universidad Nacional Autónoma de México (UNAM)	Creating a regional DH community – A Case Study of the RedHD	000413	000287	000312	000591	000453	000352	000491	000608	000208	000186	https://digitalhumanities.org/dhq/vol/9/3/000221/000221.html
000222	2015	David M. Berry | Erik Borra | Anne Helmond | Jean-Christophe Plantin | Jill Walker Rettberg	University of Sussex | University of Amsterdam | University of Amsterdam | London School of Economics and Political Science | University of Bergen	The Data Sprint Approach: Exploring the field of Digital Humanities through Amazon’s Application Programming Interface	000713	000154	000616	000087	000461	000533	000111	000151	000148	000113	https://digitalhumanities.org/dhq/vol/9/3/000222/000222.html
000223	2015	Cameron Blevins | Lincoln Mullen	Rutgers University | George Mason University	Jane, John … Leslie? A Historical Method for Algorithmic Gender Prediction	000377	000043	000461	000342	000201	000270	000678	000244	000560	000069	https://digitalhumanities.org/dhq/vol/9/3/000223/000223.html
000224	2015	Michael L. Black	University of Massachusetts Lowell	A Textual History of Mozilla: Using Topic Modeling to Trace Sociocultural Influences on Software Development	000666	000327	000689	000524	000379	000481	000709	000434	000291	000555	https://digitalhumanities.org/dhq/vol/9/3/000224/000224.html
000225	2015	Robert Dennis Watkins | Tom Lindsley	Idaho State University | Interaction Designer, Workiva	Sequential Rhetoric: Using Freire and Quintilian to Teach Students to Read and Create Comics	000117	000139	000185	000210	000212	000214	000619	000230	000218	000101	https://digitalhumanities.org/dhq/vol/9/4/000225/000225.html
000226	2016	Kevin G. Smith	Northeastern University	A Writing Studies Review of Jim Ridolfo and William Hart-Davidson, editors, Rhetoric and the Digital Humanities	000232	000455	000463	000112	000210	000616	000503	000102	000087	000154	https://digitalhumanities.org/dhq/vol/10/1/000226/000226.html
000227	2015	Tom Schofield | David Kirk | Telmo Amaral | Marian Dörk | Mitchell Whitelaw | Guy Schofield | Thomas Ploetz	Culture Lab, Newcastle University | Digital Interactions Group, Newcastle University | Digital Interactions Group, Newcastle University | Potsdam University of Applied Sciences, Institute for Urban Futures | Faculty of Arts and Design, University of Canberra | Digital Interactions Group, Newcastle University | Digital Interactions Group, Newcastle University	Archival Liveness: Designing with Collections Before and During Cataloguing and Digitization	000034	000228	000240	000111	000199	000512	000153	000389	000129	000394	https://digitalhumanities.org/dhq/vol/9/3/000227/000227.html
000228	2016	Stefania Forlini | Uta Hinrichs | Bridget Moynihan	University of Calgary | University of St. Andrews | University of Calgary	The Stuff of Science Fiction: An Experiment in Literary History	000129	000087	000324	000048	000202	000242	000514	000215	000018	000273	https://digitalhumanities.org/dhq/vol/10/1/000228/000228.html
000229	2016	Douglas Ernest Duhaime	University of Notre Dame	Textual Reuse in the Eighteenth Century: Mining Eliza Haywood’s Quotations	000035	000203	000371	000069	000187	000675	000693	000034	000245	000651	https://digitalhumanities.org/dhq/vol/10/1/000229/000229.html
000230	2015	Jason Muir Helms	Texas Christian University	Is this Article a Comic?	000210	000117	000619	000139	000212	000214	000185	000225	000218	000148	https://digitalhumanities.org/dhq/vol/9/4/000230/000230.html
000231	2016	Jeffrey Charles Witt	Loyola University Maryland	The Sentences Commentary Text Archive: Laying the Foundation for the Analysis, Use, and Reuse of a Tradition	000475	000245	000026	000196	000181	000605	000549	000538	000731	000523	https://digitalhumanities.org/dhq/vol/10/1/000231/000231.html
000232	2016	Alan Bilansky	University of Illinois at Urbana-Champaign	A Digital Humanist-Informatician Review of Jim Ridolfo and William Hart-Davidson, editors, Rhetoric and the Digital Humanities	000226	000043	000616	000172	000080	000434	000321	000210	000696	000069	https://digitalhumanities.org/dhq/vol/10/1/000232/000232.html
000233	2016	Katrina Anderson | Lindsey Bannister | Janey Dodd | Deanna Fong | Michelle Levy | Lindsey Seatter	Simon Fraser University | Simon Fraser University | University of British Columbia | Simon Fraser University | Simon Fraser University | University of Victoria	Student Labour and Training in Digital Humanities	000302	000315	000114	000174	000351	000305	000610	000441	000661	000665	https://digitalhumanities.org/dhq/vol/10/1/000233/000233.html
000234	2015	Nick Sousanis	University of Calgary	Behind the Scenes of a Dissertation in Comics Form	000210	000101	000619	000117	000139	000230	000214	000098	000148	000185	https://digitalhumanities.org/dhq/vol/9/4/000234/000234.html
000235	2016	Luise Borek | Quinn Dombrowski | Jody Perkins | Christof Schöch	Technical University of Darmstadt | Miami University | Miami University | University of Würzburg	TaDiRAH: a Case Study in Pragmatic Classification	000477	000401	000607	000322	000484	000181	000687	000568	000678	000107	https://digitalhumanities.org/dhq/vol/10/1/000235/000235.html
000236	2016	Lisa Tweten | Gwynaeth McIntyre | Chelsea Gardner	University of British Columbia | University of British Columbia | University of British Columbia	From Stone to Screen: Digital Revitalization of Ancient Epigraphy	000030	000034	000384	000681	000733	000151	000321	000175	000152	000247	https://digitalhumanities.org/dhq/vol/10/1/000236/000236.html
000237	2015	Neil Bernstein | Kyle Gervais | Wei Lin	Ohio University | University of Western Ontario | Ohio University	Comparative rates of text reuse in classical Latin hexameter poetry	000726	000413	000524	000253	000049	000069	000131	000444	000135	000132	https://digitalhumanities.org/dhq/vol/9/3/000237/000237.html
000238	2016	Renée Farrar	United States Military Academy at West Point	Word Processor Art: How "User-friendly" Inhibits Creativity	000356	000115	000011	000122	000139	000180	000700	000111	000120	000103	https://digitalhumanities.org/dhq/vol/10/1/000238/000238.html
000239	2016	John F. Barber	The Creative Media & Digital Culture Program, Washington State University Vancouver	Sound and Digital Humanities: reflecting on a DHSI course	000610	000688	000541	000322	000626	000513	000233	000080	000471	000527	https://digitalhumanities.org/dhq/vol/10/1/000239/000239.html
000240	2016	Lindsey Eckert | Julia Grandison	Georgia State University | University of Toronto	The Almanac Archive: Theorizing Marginalia and "Duplicate" Copies in the Digital Realm	000199	000108	000389	000111	000382	000034	000322	000117	000669	000455	https://digitalhumanities.org/dhq/vol/10/1/000240/000240.html
000241	2016	James O’Sullivan | Mary Galvin | Diane Jakacki	University of Sheffield | University College Cork | Bucknell University	Introduction to the Digital Humanities Summer Institute Colloquium Special Issue	000233	000721	000480	000194	000114	000450	000198	000471	000322	000570	https://digitalhumanities.org/dhq/vol/10/1/000241/000241.html
000242	2016	Rosie Graham	University of Birmingham	From Kindling to Kindles: A Review of Matt Hayler, Challenging the Phenomena of Technology: Embodiment, Expertise and Evolved Knowledge (Basingstoke: Palgrave Macmillan, 2015)	000351	000383	000139	000110	000648	000015	000174	000378	000258	000246	https://digitalhumanities.org/dhq/vol/10/2/000242/000242.html
000243	2016	Kevin Lewis	Virginia Tech	A Review of "Memes in Digital Culture"	000142	000120	000035	000324	000521	000533	000009	000464	000348	000226	https://digitalhumanities.org/dhq/vol/10/2/000243/000243.html
000244	2016	Christopher N. Warren | Daniel Shore | Jessica Otis | Lawrence Wang | Mike Finegold | Cosma Shalizi	Carnegie Mellon University | Georgetown University | Carnegie Mellon University | Carnegie Mellon University | Carnegie Mellon University | Carnegie Mellon University	Six Degrees of Francis Bacon: A Statistical Method for Reconstructing Large Historical Social Networks	000574	000296	000298	000034	000504	000434	000291	000250	000544	000726	https://digitalhumanities.org/dhq/vol/10/3/000244/000244.html
000245	2016	Monica Berti | Bridget Almas | Gregory R. Crane	University of Leipzig | Tufts University | Tufts University and University of Leipzig	The Leipzig Open Fragmentary Texts Series (LOFTS)	000034	000023	000035	000024	000253	000181	000029	000549	000556	000247	https://digitalhumanities.org/dhq/vol/10/2/000245/000245.html
000246	2016	Anna Foka | Viktor Arvidsson	Umeå University | Swedish Center for Digital Innovation. Department of Informatics, University of Oslo	Experiential Analogies: A Sonic Digital Ekphrasis as a Digital Humanities Project	000395	000396	000385	000161	000626	000239	000336	000557	000507	000090	https://digitalhumanities.org/dhq/vol/10/2/000246/000246.html
000247	2016	Caroline T Schroeder | Amir Zeldes	University of the Pacific | Georgetown University	Raiders of the Lost Corpus	000651	000253	000294	000374	000563	000024	000035	000181	000034	000245	https://digitalhumanities.org/dhq/vol/10/2/000247/000247.html
000248	2016	Johanna Drucker | Patrik BO Svensson	UC Los Angeles | Umeå University	The Why and How of Middleware	000107	000080	000071	000090	000076	000534	000078	000692	000524	000389	https://digitalhumanities.org/dhq/vol/10/2/000248/000248.html
000249	2016	Jeffrey Rydberg-Cox	The University of Missouri-Kansas City	Toward an Open Digital Tutorial for Ancient Greek v. 2.0	000358	000403	000591	000621	000304	000589	000616	000310	000594	000542	https://digitalhumanities.org/dhq/vol/10/2/000249/000249.html
000250	2016	Matthew L. Jockers	University of Nebraska	The Ancient World in Nineteenth-Century Fiction; or, Correlating Theme, Geography, and Sentiment in the Nineteenth Century Literary Imagination	000481	000270	000697	000178	000424	000388	000415	000687	000320	000607	https://digitalhumanities.org/dhq/vol/10/2/000250/000250.html
000251	2016	Francesco Mambrini	Deutsches Archäologisches Institut, Berlin	Treebanking in the world of Thucydides. Linguistic annotation for the Hellespont Project	000035	000033	000023	000683	000034	000737	000606	000245	000675	000024	https://digitalhumanities.org/dhq/vol/10/2/000251/000251.html
000252	2016	Rebecca K. Schindler	DePauw University	Teaching Spatial Literacy in the Classical Studies Curriculum	000303	000031	000116	000294	000319	000253	000652	000302	000306	000322	https://digitalhumanities.org/dhq/vol/10/2/000252/000252.html
000253	2016	Neil Coffee | Neil W. Bernstein	University at Buffalo | Ohio University	Digital Methods and Classical Studies	000035	000245	000247	000023	000024	000034	000031	000651	000251	000025	https://digitalhumanities.org/dhq/vol/10/2/000253/000253.html
000254	2016	Tanya E. Clement	University of Texas at Austin	Towards a Rationale of Audio-Text	000186	000089	000293	000028	000181	000005	000541	000519	000505	000175	https://digitalhumanities.org/dhq/vol/10/3/000254/000254.html
000255	2016	Matteo Romanello	Deutsches Archäologisches Institut, Berlin / École Polytechnique Fédérale de Lausanne	Exploring Citation Networks to Study Intertextuality in Classics	000350	000035	000245	000024	000711	000034	000561	000028	000023	000726	https://digitalhumanities.org/dhq/vol/10/2/000255/000255.html
000256	2016	Niels Brügger	The Centre for Internet Studies, and NetLab Aarhus University	Digital Humanities in the 21st Century: Digital Material as a Driving Force	000292	000411	000282	000662	000536	000484	000389	000455	000401	000258	https://digitalhumanities.org/dhq/vol/10/3/000256/000256.html
000257	2016	Claire Clivaz	Swiss Institute of Bioinformatics	Covers and Corpus wanted! Some Digital Humanities Fragments	000035	000197	000023	000556	000034	000192	000574	000268	000386	000161	https://digitalhumanities.org/dhq/vol/10/3/000257/000257.html
000258	2016	Arianna Ciula | Cristina Marras	University of Roehampton | Istituto per il Lessico Intellettuale Europeo e Storia delle Idee, Consiglio Nazionale delle Ricerche	Circling around texts and language: towards pragmatic modelling in Digital Humanities	000351	000182	000080	000465	000113	000466	000477	000087	000533	000415	https://digitalhumanities.org/dhq/vol/10/3/000258/000258.html
000259	2016	Adam James Bradley | Travis Kirton | Mark Hancock | Sheelagh Carpendale	University of Waterloo | University of Calgary | University of Waterloo | University of Calgary	Language DNA: Visualizing a Language Decomposition	000069	000555	000571	000051	000505	000180	000465	000102	000423	000182	https://digitalhumanities.org/dhq/vol/10/4/000259/000259.html
000260	2016	Stan Ruecker	IIT Institute of Design	How do we get to the Humanitarium from here?	000080	000043	000201	000287	000473	000112	000643	000616	000233	000035	https://digitalhumanities.org/dhq/vol/10/3/000260/000260.html
000261	2016	Julianne Nyhan	UCL	It is time to address the Public Communication of DH	000065	000112	000080	000186	000135	000477	000167	000484	000090	000616	https://digitalhumanities.org/dhq/vol/10/3/000261/000261.html
000262	2016	Stuart Dunn | Mareike Schumacher	King’s College London | Hamburg University	Explaining Events to Computers: Critical Quantification, Multiplicity and Narratives in Cultural Heritage	000414	000162	000548	000619	000463	000341	000009	000360	000726	000727	https://digitalhumanities.org/dhq/vol/10/3/000262/000262.html
000263	2016	Maarten van den Bos | Hermione Giffard	Utrecht University | Utrecht University	Mining Public Discourse for Emerging Dutch Nationalism	000550	000463	000680	000338	000326	000189	000593	000148	000571	000176	https://digitalhumanities.org/dhq/vol/10/3/000263/000263.html
000264	2016	Elyse Graham	SUNY Stony Brook	The Printing Press as Metaphor	000167	000023	000371	000533	000151	000031	000676	000107	000340	000268	https://digitalhumanities.org/dhq/vol/10/3/000264/000264.html
000265	2016	Suzan Verberne | Lou Boves | Antal van den Bosch	Radboud University | Radboud University | Radboud University	Information access in the art history domain: Evaluating a federated search engine for Rembrandt research	000560	000462	000390	000663	000248	000327	000379	000205	000375	000376	https://digitalhumanities.org/dhq/vol/10/4/000265/000265.html
000266	2016	Jim Egan	Brown University	Literary Data Mining: A review of Matthew Jockers, Macroanalysis: Digital Methods and Literary History (Urbana: University of Illinois Press, 2013).	000431	000172	000186	000250	000271	000565	000566	000448	000317	000276	https://digitalhumanities.org/dhq/vol/10/3/000266/000266.html
000267	2016	Brett Oppegaard | Michael Rabby	University of Hawaii | Washington State University Vancouver	The App-Maker Model: An Embodied Expansion of Mobile Cyberinfrastructure	000322	000692	000558	000111	000614	000621	000386	000180	000281	000351	https://digitalhumanities.org/dhq/vol/10/3/000267/000267.html
000268	2016	Hannah Alpert-Abrams	University of Texas at Austin	Machine Reading the Primeros Libros	000491	000490	000529	000531	000581	000649	000142	000608	000502	000577	https://digitalhumanities.org/dhq/vol/10/4/000268/000268.html
000269	2016	Miguel Escobar Varela	National University of Singapore	The Archive as Repertoire: Transience and Sustainability in Digital Archives	000476	000321	000011	000080	000175	000103	000246	000455	000395	000385	https://digitalhumanities.org/dhq/vol/10/4/000269/000269.html
000270	2016	Adam Crymble	University of Hertfordshire	Digital library search preferences amongst historians and genealogists: British History Online user survey	000129	000327	000125	000401	000399	000031	000111	000265	000375	000678	https://digitalhumanities.org/dhq/vol/10/4/000270/000270.html
000271	2016	Nicholas M Van Horn | Aaron Beveridge | Sean Morey	Capital University | University of Florida | University of Tennessee, Knoxville	Attention Ecology: Trend Circulation and the Virality Threshold	000118	000582	000143	000685	000111	000616	000180	000172	000069	000376	https://digitalhumanities.org/dhq/vol/10/4/000271/000271.html
000272	2016	Pieter François | J.G. Manning | Harvey Whitehouse | Rob Brennan | Thomas Currie | Kevin Feeney | Peter Turchin	University of Hertfordshire, University of Oxford | Yale University | University of Oxford | Trinity College Dublin | University of Exeter, Penryn Campus | Trinity College Dublin | University of Connecticut	A Macroscope for Global History: Seshat Global History Databank, a methodological overview	000490	000652	000434	000477	000538	000550	000685	000616	000035	000163	https://digitalhumanities.org/dhq/vol/10/4/000272/000272.html
