Article ID	Pub. Year	Authors	Affiliations	Title	Recommendation 1	Recommendation 2	Recommendation 3	Recommendation 4	Recommendation 5	Recommendation 6	Recommendation 7	Recommendation 8	Recommendation 9	Recommendation 10	url
000163	2013	Alex H. Poole	University of North Carolina at Chapel Hill	Now is the Future Now? The Urgency of Digital Curation in the Digital Humanities	000600	000343	000388	000631	000372	000582	000238	000654	000252	000483	https://digitalhumanities.org/dhq/vol/7/2/000163/000163.html
000164	2013	Adam Crymble | Julia Flanders	Kings College London | Northeastern University	FairCite	000089	000122	000529	000134	000595	000113	000046	000132	000699	000424	https://digitalhumanities.org/dhq/vol/7/2/000164/000164.html
000165	2013	Robert Schoenbeck	University of California, Irvine	Playing with Chance: On Random Generation in Playable Media and Electronic Literature	000002	000298	000595	000464	000564	000548	000601	000495	000119	000529	https://digitalhumanities.org/dhq/vol/7/3/000165/000165.html
000166	2013	Jennifer Roberts-Smith | Shawn DeSouza-Coelho | Teresa M. Dobson | Sandra Gabriele | Omar Rodriguez-Arenas | Stan Ruecker | Stéfan Sinclair | Annmarie Akong | Matt Bouchard | Marcelo Hong | Diane Jakacki | David Lam | Alexandra Kovacs | Lesley Northam | Daniel So	University of Waterloo | University of Waterloo | University of British Columbia | York University | University of Alberta | Illinois Institute of Technology | McGill University | York University | University of Alberta | York University | Bucknell University | University of Waterloo | University of Toronto | University of Waterloo | York University	Visualizing Theatrical Text: From Watching the Script to the Simulated Environment for Theatre (SET)	000281	000502	000541	000338	000355	000482	000008	000596	000693	000151	https://digitalhumanities.org/dhq/vol/7/3/000166/000166.html
000167	2013	Helle Porsdam	University of Copenhagen	Digital Humanities: On Finding the Proper Balance between Qualitative and Quantitative Ways of Doing Research in the Humanities	000717	000492	000338	000472	000522	000157	000419	000578	000061	000183	https://digitalhumanities.org/dhq/vol/7/3/000167/000167.html
000168	2014	Carolyn Strange | Daniel McNamara | Josh Wodak | Ian Wood	Australian National University |  | Australian National University | Research School of Computer Science, Australian National University	Mining for the Meanings of a Murder: The Impact of OCR Quality on the Use of Digitized Historical Newspapers	000522	000496	000601	000468	000424	000654	000259	000402	000352	000595	https://digitalhumanities.org/dhq/vol/8/1/000168/000168.html
000169	2014	Leen Breure | Maarten Hoogerwerf | René van Horik	Utrecht University & DANS (Dutch Data Archive) | DANS (Dutch Data Archive) | DANS (Dutch Data Archive)	Xpos’re: A Tool for Rich Internet Publications	000201	000334	000256	000107	000692	000388	000307	000118	000578	000377	https://digitalhumanities.org/dhq/vol/8/2/000169/000169.html
000170	2014	Takafumi Suzuki | Mai Hosoya	Toyo University | Toyo University	Computational Stylistic Analysis of Popular Songs of Japanese Female Singer-songwriters	000402	000182	000676	000204	000168	000421	000618	000295	000711	000570	https://digitalhumanities.org/dhq/vol/8/1/000170/000170.html
000171	2014	Shawna Ross	Arizona State University	In Praise of Overstating the Case: A review of Franco Moretti, Distant Reading (London: Verso, 2013)	000388	000252	000600	000038	000494	000107	000078	000317	000421	000062	https://digitalhumanities.org/dhq/vol/8/1/000171/000171.html
000172	2014	James Smithies	University of Canterbury	Digital Humanities, Postfoundationalism, Postindustrial Culture	000395	000086	000720	000203	000613	000216	000126	000021	000113	000480	https://digitalhumanities.org/dhq/vol/8/1/000172/000172.html
000173	2014	Annie Murray | Jared Wiercinski	University of Calgary | Concordia University	A Design Methodology for Web-based Sound Archives	000346	000013	000486	000579	000294	000009	000508	000659	000084	000731	https://digitalhumanities.org/dhq/vol/8/2/000173/000173.html
000174	2014	Ashley Reed	University of North Carolina	Managing an Established Digital Humanities Project: Principles and Practices from the Twentieth Year of the William Blake Archive	000688	000031	000385	000235	000046	000689	000424	000677	000654	000237	https://digitalhumanities.org/dhq/vol/8/1/000174/000174.html
000175	2014	Manuel Portela	University of Coimbra	Multimodal Editing and Archival Performance: A Diagrammatic Essay on Transcoding Experimental Literature	000613	000395	000299	000086	000712	000720	000480	000172	000284	000630	https://digitalhumanities.org/dhq/vol/8/1/000175/000175.html
000176	2014	Hinke Piersma | Ismee Tames | Lars Buitinck | Johan van Doornik | Maarten Marx	NIOD Institute for War, Holocaust and Genocide Studies | NIOD Institute for War, Holocaust and Genocide Studies | Informatics Institute, University of Amsterdam | Informatics Institute, University of Amsterdam | Informatics Institute, University of Amsterdam	War in Parliament: What a Digital Approach Can Add to the Study of Parliamentary History	000574	000122	000046	000424	000438	000089	000595	000031	000002	000253	https://digitalhumanities.org/dhq/vol/8/1/000176/000176.html
000177	2014	Erik Shell	University of Maryland	A review of Brett D. Hirsch (Ed.)’s Digital Humanities: Pedagogy: Practices, Principles, and Politics	000213	000507	000703	000653	000259	000522	000203	000565	000423	000296	https://digitalhumanities.org/dhq/vol/8/2/000177/000177.html
000178	2014	Sonia Howell | Margaret Kelleher | Aja Teehan | John Keating	University of Notre Dame, USA | University College Dublin (UCD) | National University of Ireland, Maynooth, Ireland | National University of Ireland, Maynooth, Ireland	A Digital Humanities Approach to Narrative Voice in The Secret Scripture: Proposing a New Research Method	000107	000657	000081	000332	000038	000128	000180	000654	000113	000600	https://digitalhumanities.org/dhq/vol/8/2/000178/000178.html
000179	2014	Geoffrey Rockwell | Shawn Day | Joyce Yu | Maureen Engel	University of Alberta | University College Cork | University of Alberta | University of Alberta	Burying Dead Projects: Depositing the Globalization Compendium	000440	000711	000509	000507	000201	000725	000388	000696	000177	000075	https://digitalhumanities.org/dhq/vol/8/2/000179/000179.html
000180	2014	David Dowling	University of Iowa	Escaping the Shallows: Deep Reading’s Revival in the Digital Age	000462	000600	000654	000259	000647	000280	000038	000454	000113	000625	https://digitalhumanities.org/dhq/vol/8/2/000180/000180.html
000181	2014	Joel Kalvesmaki	Dumbarton Oaks	Canonical References in Electronic Texts: Rationale and Best Practices	000023	000100	000542	000356	000539	000552	000342	000719	000124	000582	https://digitalhumanities.org/dhq/vol/8/2/000181/000181.html
000182	2014	Sean Sturm | Stephen Francis Turner	The University of Auckland | The University of Auckland	Digital Caricature	000427	000379	000606	000453	000352	000676	000601	000510	000402	000002	https://digitalhumanities.org/dhq/vol/8/3/000182/000182.html
000183	2014	Martin Mueller	Northwestern University	Shakespeare His Contemporaries: collaborative curation and exploration of Early Modern drama in a digital environment	000154	000522	000269	000138	000468	000272	000384	000388	000268	000706	https://digitalhumanities.org/dhq/vol/8/3/000183/000183.html
000184	2014	Tom J. Lynch	Computer Sciences Corporation	Social Networks and Archival Context Project: A Case Study of Emerging Cyberinfrastructure	000389	000683	000197	000020	000435	000185	000443	000523	000254	000015	https://digitalhumanities.org/dhq/vol/8/3/000184/000184.html
000185	2014	Jaime Lee Kirtz	University of Colorado	Computers, Comics and Cult Status: A Forensics of Digital Graphic Novels	000582	000443	000032	000388	000523	000455	000252	000020	000204	000600	https://digitalhumanities.org/dhq/vol/8/3/000185/000185.html
000186	2015	Tanya Clement	School of Information, University of Texas at Austin	An Information Science Question in DH Feminism	000468	000400	000037	000308	000058	000088	000102	000183	000397	000026	https://digitalhumanities.org/dhq/vol/9/2/000186/000186.html
000187	2014	Hilary Havens	University of Tennessee	Adobe Photoshop and Eighteenth-Century Manuscripts: A New Approach to Digital Paleography	000159	000311	000707	000291	000356	000244	000157	000212	000376	000425	https://digitalhumanities.org/dhq/vol/8/4/000187/000187.html
000188	2014	Peter Johnston	Royal Holloway, University of London	J. M. Coetzee's Work in Stylostatistics	000038	000300	000388	000310	000107	000416	000081	000308	000654	000332	https://digitalhumanities.org/dhq/vol/8/3/000188/000188.html
000189	2014	Britt Hoskins	Virginia Tech	Before You Read: A Reconstructed Literary History in Reading by Numbers	000338	000201	000334	000507	000734	000077	000703	000388	000711	000092	https://digitalhumanities.org/dhq/vol/8/3/000189/000189.html
000190	2014	Eric Hoyt | Kevin Ponto | Carrie Roy	University of Wisconsin-Madison | University of Wisconsin-Madison | University of Wisconsin-Madison	Visualizing and Analyzing the Hollywood Screenplay with ScripThreads	000290	000294	000133	000725	000419	000158	000068	000508	000050	000138	https://digitalhumanities.org/dhq/vol/8/4/000190/000190.html
000191	2014	Adam Heidebrink-Bruno	Independent scholar	Multiple and Converging Literacies: A Review of Learning the Virtual Life, edited by Peter Trifonas.	000294	000360	000068	000158	000190	000504	000314	000743	000099	000508	https://digitalhumanities.org/dhq/vol/8/3/000191/000191.html
000192	2014	Aaron Mauro	Penn State Erie, The Behrend College	Versioning Loss: Jonathan Safran Foer’s Tree of Codes and the Materiality of Digital Publishing	000732	000092	000490	000197	000730	000015	000557	000428	000168	000352	https://digitalhumanities.org/dhq/vol/8/4/000192/000192.html
000193	2015	Isabel Pinto	Research Centre for Communication and Culture from the Catholic University of Portugal	Intermediality and Cultural Assessment: Digital Flows in the Global Age, A Review of Digital Humanities and the Study of Intermediality in Comparative Cultural Studies, edited by Steven Tötösy de Zepetnek. Purdue Scholarly Publishing Services, 2013, 375 pp.	000162	000541	000507	000456	000421	000272	000388	000297	000062	000673	https://digitalhumanities.org/dhq/vol/9/3/000193/000193.html
000194	2014	Dene Grigar	Washington State University Vancouver	Curating Electronic Literature as Critical and Scholarly Practice	000604	000274	000659	000456	000134	000403	000112	000245	000372	000654	https://digitalhumanities.org/dhq/vol/8/4/000194/000194.html
000195	2014	Michael Gavin	University of South Carolina	Agent-Based Modeling and Historical Simulation	000155	000723	000582	000052	000623	000092	000342	000238	000693	000271	https://digitalhumanities.org/dhq/vol/8/4/000195/000195.html
000196	2014	David Schloen | Sandra Schloen	University of Chicago | University of Chicago	Beyond Gutenberg: Transcending the Document Paradigm in Digital Humanities	000213	000627	000705	000177	000268	000197	000189	000296	000071	000734	https://digitalhumanities.org/dhq/vol/8/4/000196/000196.html
000197	2014	Frédéric Clavert	Université Paris-Sorbonne	Reading Today	000198	000296	000092	000675	000257	000389	000466	000196	000091	000033	https://digitalhumanities.org/dhq/vol/8/4/000197/000197.html
000198	2015	Katina Rogers	The Graduate Center, City University of New York	Humanities Unbound: Supporting Careers and Scholarship Beyond the Tenure Track	000300	000197	000388	000659	000131	000094	000092	000324	000107	000435	https://digitalhumanities.org/dhq/vol/9/1/000198/000198.html
000199	2015	Deena Engel | Marion Thain	Courant Institute of Mathematical Sciences, New York University | New York University	Textual Artifacts and their Digital Representations: Teaching Graduate Students to Build Online Archives	000468	000140	000026	000335	000099	000558	000362	000657	000186	000546	https://digitalhumanities.org/dhq/vol/9/1/000199/000199.html
000200	2015	Elizabeth Losh	University of California, San Diego	What can the digital humanities learn from feminist game studies?	000318	000308	000409	000529	000495	000102	000362	000093	000252	000083	https://digitalhumanities.org/dhq/vol/9/2/000200/000200.html
000201	2015	Gabrielle Dean	Johns Hopkins University	The Shock of the Familiar: Three Timelines about Gender and Technology in the Library	000388	000377	000334	000189	000307	000107	000509	000577	000238	000692	https://digitalhumanities.org/dhq/vol/9/2/000201/000201.html
000202	2015	Constance Crompton | Raymond Siemens | Alyssa Arbuckle | Implementing New Knowledge Environment (INKE)	University of British Columbia, Okanagan | University of Victoria | University of Victoria |	Enlisting Vertues Noble & Excelent: Behavior, Credit, and Knowledge Organization in the Social Edition	000269	000138	000604	000388	000037	000709	000706	000459	000083	000661	https://digitalhumanities.org/dhq/vol/9/2/000202/000202.html
000203	2015	Tomas Zahora | Dmitri Nikulin | Constant J. Mews | David Squire	Monash University | Google | Monash University | Monash University	Deconstructing Bricolage: Interactive Online Analysis of Compiled Texts with Factotum	000427	000172	000177	000634	000560	000021	000216	000635	000507	000213	https://digitalhumanities.org/dhq/vol/9/1/000203/000203.html
000204	2015	Christina Manzo | Geoff Kaufman | Sukdith Punjasthitkul | Mary Flanagan	Simmons College, USA | Tiltfactor Laboratory, Dartmouth College, USA | Tiltfactor Laboratory, Dartmouth College, USA | Tiltfactor Laboratory, Dartmouth College, USA	By the People, For the People: Assessing the Value of Crowdsourced, User-Generated Metadata	000081	000600	000443	000107	000388	000416	000408	000582	000118	000300	https://digitalhumanities.org/dhq/vol/9/1/000204/000204.html
000205	2015	Mitchell Whitelaw	University of Canberra, Australia	Generous Interfaces for Digital Cultural Collections	000665	000073	000405	000050	000323	000582	000465	000435	000515	000376	https://digitalhumanities.org/dhq/vol/9/1/000205/000205.html
000206	2015	Adam Crymble	University of Hertfordshire, United Kingdom	Does your historical collection need a database-driven website?	000502	000204	000221	000213	000107	000512	000654	000421	000398	000008	https://digitalhumanities.org/dhq/vol/9/1/000206/000206.html
000207	2015	Shawna Ross	Arizona State University	Close Rereading: A review of Jessica Pressman, Digital Modernism: Making It New in New Media (Oxford: Oxford UP, 2014)	000586	000475	000710	000454	000380	000446	000012	000731	000600	000018	https://digitalhumanities.org/dhq/vol/9/1/000207/000207.html
000208	2015	Roopika Risam	Salem State University	Beyond the Margins: Intersectionality and the Digital Humanities	000197	000257	000706	000639	000625	000091	000507	000246	000077	000471	https://digitalhumanities.org/dhq/vol/9/2/000208/000208.html
000209	2015	Moya Bailey	Northeastern University	#transform(ing)DH Writing and Research: An Autoethnography of Digital Humanities and Feminist Ethics	000228	000622	000300	000224	000193	000654	000298	000388	000081	000673	https://digitalhumanities.org/dhq/vol/9/2/000209/000209.html
000210	2015	Roger Todd Whitson | Anastasia Salter	Washington State University | University of Central Florida	Introduction: Comics and the Digital Humanities	000150	000533	000124	000527	000368	000020	000465	000684	000727	000582	https://digitalhumanities.org/dhq/vol/9/4/000210/000210.html
000211	2015	Nicole Starosielski	New York University	Orientation: Man and His Tool, Again?	000128	000107	000081	000118	000654	000408	000388	000300	000132	000608	https://digitalhumanities.org/dhq/vol/9/2/000211/000211.html
000212	2015	Aaron Jacob Kashtan	Miami University	Materiality Comics	000402	000507	000653	000213	000565	000703	000259	000635	000707	000674	https://digitalhumanities.org/dhq/vol/9/4/000212/000212.html
000213	2015	Alix Keener	University of Michigan	The Arrival Fallacy: Collaborative Research Relationships in the Digital Humanities	000653	000177	000507	000280	000565	000423	000259	000703	000421	000711	https://digitalhumanities.org/dhq/vol/9/2/000213/000213.html
000214	2015	Aaron Scott Humphrey	University of Adelaide	Multimodal Authoring and Authority in Educational Comics: Introducing Derrida and Foucault for Beginners	000204	000582	000416	000411	000482	000693	000107	000523	000081	000475	https://digitalhumanities.org/dhq/vol/9/4/000214/000214.html
000215	2015	Nabeel Siddiqui	College of William and Mary	Data Assemblages: A Call to Conceptualize Materiality in the Academic Ecosystem	000379	000227	000670	000154	000393	000611	000508	000072	000535	000589	https://digitalhumanities.org/dhq/vol/9/2/000215/000215.html
000216	2015	"Jamie ""Skye"" Bianco"	New York University	Man and His Tool, Again? Queer and Feminist Notes on Practices in the Digital Humanities and Object Orientations Everywhere	000477	000062	000172	000162	000421	000467	000259	000507	000310	000654	https://digitalhumanities.org/dhq/vol/9/2/000216/000216.html
000217	2015	Jacqueline Wernimont	Arizona State University	Introduction to Feminisms and DH special issue	000621	000098	000662	000568	000320	000638	000148	000287	000553	000003	https://digitalhumanities.org/dhq/vol/9/2/000217/000217.html
000218	2015	B.J. Parker	Baylor University	Graphic Images of YHWH: Exploring and Exploding the Bounds of Sexual Objectification in Ezekiel 16	000362	000186	000566	000591	000386	000388	000032	000038	000609	000643	https://digitalhumanities.org/dhq/vol/9/4/000218/000218.html
000219	2015	Luke Fernandez	Weber State University	Studying Up: A Review of Alice Marwick’s Status Update	000586	000380	000157	000374	000413	000112	000376	000659	000243	000198	https://digitalhumanities.org/dhq/vol/9/2/000219/000219.html
000220	2015	Alan Bilansky	University of Illinois, Urbana-Champaign	TypeWright: An Experiment in Participatory Curation	000596	000166	000151	000011	000027	000204	000582	000376	000486	000541	https://digitalhumanities.org/dhq/vol/9/4/000220/000220.html
000221	2015	Isabel Galina Russell	Instituto de Investigaciones Bibliotecológicas, Universidad Nacional Autónoma de México (UNAM)	Creating a regional DH community – A Case Study of the RedHD	000654	000647	000495	000680	000128	000062	000113	000630	000310	000720	https://digitalhumanities.org/dhq/vol/9/3/000221/000221.html
000222	2015	David M. Berry | Erik Borra | Anne Helmond | Jean-Christophe Plantin | Jill Walker Rettberg	University of Sussex | University of Amsterdam | University of Amsterdam | London School of Economics and Political Science | University of Bergen	The Data Sprint Approach: Exploring the field of Digital Humanities through Amazon’s Application Programming Interface	000053	000241	000440	000706	000435	000297	000696	000020	000441	000032	https://digitalhumanities.org/dhq/vol/9/3/000222/000222.html
000223	2015	Cameron Blevins | Lincoln Mullen	Rutgers University | George Mason University	Jane, John … Leslie? A Historical Method for Algorithmic Gender Prediction	000469	000565	000507	000326	000212	000687	000336	000675	000582	000465	https://digitalhumanities.org/dhq/vol/9/3/000223/000223.html
000224	2015	Michael L. Black	University of Massachusetts Lowell	A Textual History of Mozilla: Using Topic Modeling to Trace Sociocultural Influences on Software Development	000622	000103	000273	000293	000274	000300	000209	000228	000283	000541	https://digitalhumanities.org/dhq/vol/9/3/000224/000224.html
000225	2015	Robert Dennis Watkins | Tom Lindsley	Idaho State University | Interaction Designer, Workiva	Sequential Rhetoric: Using Freire and Quintilian to Teach Students to Read and Create Comics	000600	000391	000204	000505	000715	000434	000312	000081	000645	000085	https://digitalhumanities.org/dhq/vol/9/4/000225/000225.html
000226	2016	Kevin G. Smith	Northeastern University	A Writing Studies Review of Jim Ridolfo and William Hart-Davidson, editors, Rhetoric and the Digital Humanities	000192	000300	000122	000422	000490	000139	000732	000418	000647	000408	https://digitalhumanities.org/dhq/vol/10/1/000226/000226.html
000227	2015	Tom Schofield | David Kirk | Telmo Amaral | Marian Dörk | Mitchell Whitelaw | Guy Schofield | Thomas Ploetz	Culture Lab, Newcastle University | Digital Interactions Group, Newcastle University | Digital Interactions Group, Newcastle University | Potsdam University of Applied Sciences, Institute for Urban Futures | Faculty of Arts and Design, University of Canberra | Digital Interactions Group, Newcastle University | Digital Interactions Group, Newcastle University	Archival Liveness: Designing with Collections Before and During Cataloguing and Digitization	000671	000117	000676	000456	000251	000601	000618	000424	000263	000436	https://digitalhumanities.org/dhq/vol/9/3/000227/000227.html
000228	2016	Stefania Forlini | Uta Hinrichs | Bridget Moynihan	University of Calgary | University of St. Andrews | University of Calgary	The Stuff of Science Fiction: An Experiment in Literary History	000622	000209	000380	000586	000673	000219	000464	000600	000300	000112	https://digitalhumanities.org/dhq/vol/10/1/000228/000228.html
000229	2016	Douglas Ernest Duhaime	University of Notre Dame	Textual Reuse in the Eighteenth Century: Mining Eliza Haywood’s Quotations	000382	000846	000493	000057	000090	000015	000031	000308	000688	000300	https://digitalhumanities.org/dhq/vol/10/1/000229/000229.html
000230	2015	Jason Muir Helms	Texas Christian University	Is this Article a Comic?	000667	000557	000455	000100	000556	000525	000690	000012	000539	000523	https://digitalhumanities.org/dhq/vol/9/4/000230/000230.html
000231	2016	Jeffrey Charles Witt	Loyola University Maryland	The Sentences Commentary Text Archive: Laying the Foundation for the Analysis, Use, and Reuse of a Tradition	000352	000327	000383	000387	000379	000072	000182	000424	000315	000227	https://digitalhumanities.org/dhq/vol/10/1/000231/000231.html
000232	2016	Alan Bilansky	University of Illinois at Urbana-Champaign	A Digital Humanist-Informatician Review of Jim Ridolfo and William Hart-Davidson, editors, Rhetoric and the Digital Humanities	000483	000654	000436	000134	000496	000606	000443	000676	000694	000647	https://digitalhumanities.org/dhq/vol/10/1/000232/000232.html
000233	2016	Katrina Anderson | Lindsey Bannister | Janey Dodd | Deanna Fong | Michelle Levy | Lindsey Seatter	Simon Fraser University | Simon Fraser University | University of British Columbia | Simon Fraser University | Simon Fraser University | University of Victoria	Student Labour and Training in Digital Humanities	000020	000054	000704	000246	000675	000623	000197	000723	000389	000388	https://digitalhumanities.org/dhq/vol/10/1/000233/000233.html
000234	2015	Nick Sousanis	University of Calgary	Behind the Scenes of a Dissertation in Comics Form	000362	000238	000800	000558	000107	000713	000081	000118	000388	000600	https://digitalhumanities.org/dhq/vol/9/4/000234/000234.html
000235	2016	Luise Borek | Quinn Dombrowski | Jody Perkins | Christof Schöch	Technical University of Darmstadt | Miami University | Miami University | University of Würzburg	TaDiRAH: a Case Study in Pragmatic Classification	000288	000174	000529	000694	000493	000688	000274	000516	000464	000654	https://digitalhumanities.org/dhq/vol/10/1/000235/000235.html
000236	2016	Lisa Tweten | Gwynaeth McIntyre | Chelsea Gardner	University of British Columbia | University of British Columbia | University of British Columbia	From Stone to Screen: Digital Revitalization of Ancient Epigraphy	000654	000676	000496	000647	000134	000493	000430	000707	000443	000162	https://digitalhumanities.org/dhq/vol/10/1/000236/000236.html
000237	2015	Neil Bernstein | Kyle Gervais | Wei Lin	Ohio University | University of Western Ontario | Ohio University	Comparative rates of text reuse in classical Latin hexameter poetry	000625	000688	000661	000495	000288	000654	000566	000310	000308	000595	https://digitalhumanities.org/dhq/vol/9/3/000237/000237.html
000238	2016	Renée Farrar	United States Military Academy at West Point	Word Processor Art: How User-friendly Inhibits Creativity	000362	000234	000388	000582	000713	000377	000107	000647	000609	000600	https://digitalhumanities.org/dhq/vol/10/1/000238/000238.html
000239	2016	John F. Barber	The Creative Media & Digital Culture Program, Washington State University Vancouver	Sound and Digital Humanities: reflecting on a DHSI course	000381	000527	000552	000044	000458	000060	000426	000582	000455	000124	https://digitalhumanities.org/dhq/vol/10/1/000239/000239.html
000240	2016	Lindsey Eckert | Julia Grandison	Georgia State University | University of Toronto	The Almanac Archive: Theorizing Marginalia and Duplicate Copies in the Digital Realm	000245	000112	000049	000659	000321	000673	000194	000475	000569	000726	https://digitalhumanities.org/dhq/vol/10/1/000240/000240.html
000241	2016	James O’Sullivan | Mary Galvin | Diane Jakacki	University of Sheffield | University College Cork | Bucknell University	Introduction to the Digital Humanities Summer Institute Colloquium Special Issue	000602	000494	000441	000053	000222	000706	000183	000032	000238	000425	https://digitalhumanities.org/dhq/vol/10/1/000241/000241.html
000242	2016	Rosie Graham	University of Birmingham	From Kindling to Kindles: A Review of Matt Hayler, Challenging the Phenomena of Technology: Embodiment, Expertise and Evolved Knowledge (Basingstoke: Palgrave Macmillan, 2015)	000108	000061	000545	000432	000388	000670	000678	000633	000698	000183	https://digitalhumanities.org/dhq/vol/10/2/000242/000242.html
000243	2016	Kevin Lewis	Virginia Tech	A Review of Memes in Digital Culture	000272	000659	000388	000204	000219	000259	000447	000701	000376	000673	https://digitalhumanities.org/dhq/vol/10/2/000243/000243.html
000244	2016	Christopher N. Warren | Daniel Shore | Jessica Otis | Lawrence Wang | Mike Finegold | Cosma Shalizi	Carnegie Mellon University | Georgetown University | Carnegie Mellon University | Carnegie Mellon University | Carnegie Mellon University | Carnegie Mellon University	Six Degrees of Francis Bacon: A Statistical Method for Reconstructing Large Historical Social Networks	000707	000105	000483	000134	000670	000514	000669	000062	000249	000078	https://digitalhumanities.org/dhq/vol/10/3/000244/000244.html
000245	2016	Monica Berti | Bridget Almas | Gregory R. Crane	University of Leipzig | Tufts University | Tufts University and University of Leipzig	The Leipzig Open Fragmentary Texts Series (LOFTS)	000240	000475	000194	000049	000569	000112	000668	000321	000153	000659	https://digitalhumanities.org/dhq/vol/10/2/000245/000245.html
000246	2016	Anna Foka | Viktor Arvidsson	Umeå University | Swedish Center for Digital Innovation. Department of Informatics, University of Oslo	Experiential Analogies: A Sonic Digital Ekphrasis as a Digital Humanities Project	000092	000678	000002	000233	000015	000197	000703	000389	000696	000193	https://digitalhumanities.org/dhq/vol/10/2/000246/000246.html
000247	2016	Caroline T Schroeder | Amir Zeldes	University of the Pacific | Georgetown University	Raiders of the Lost Corpus	000300	000204	000443	000283	000081	000107	000185	000416	000373	000293	https://digitalhumanities.org/dhq/vol/10/2/000247/000247.html
000248	2016	Johanna Drucker | Patrik BO Svensson	UC Los Angeles | Umeå University	The Why and How of Middleware	000275	000338	000388	000262	000508	000038	000059	000421	000393	000397	https://digitalhumanities.org/dhq/vol/10/2/000248/000248.html
000249	2016	Jeffrey Rydberg-Cox	The University of Missouri-Kansas City	Toward an Open Digital Tutorial for Ancient Greek v. 2.0	000707	000105	000424	000703	000280	000493	000310	000015	000259	000625	https://digitalhumanities.org/dhq/vol/10/2/000249/000249.html
000250	2016	Matthew L. Jockers	University of Nebraska	The Ancient World in Nineteenth-Century Fiction; or, Correlating Theme, Geography, and Sentiment in the Nineteenth Century Literary Imagination	000410	000600	000063	000074	000425	000731	000388	000709	000272	000081	https://digitalhumanities.org/dhq/vol/10/2/000250/000250.html
000251	2016	Francesco Mambrini	Deutsches Archäologisches Institut, Berlin	Treebanking in the world of Thucydides. Linguistic annotation for the Hellespont Project	000618	000387	000025	000263	000610	000619	000086	000117	000379	000227	https://digitalhumanities.org/dhq/vol/10/2/000251/000251.html
000252	2016	Rebecca K. Schindler	DePauw University	Teaching Spatial Literacy in the Classical Studies Curriculum	000388	000600	000582	000107	000118	000713	000443	000081	000597	000654	https://digitalhumanities.org/dhq/vol/10/2/000252/000252.html
000253	2016	Neil Coffee | Neil W. Bernstein	University at Buffalo | Ohio University	Digital Methods and Classical Studies	000031	000385	000176	000379	000046	000689	000569	000606	000215	000002	https://digitalhumanities.org/dhq/vol/10/2/000253/000253.html
000254	2016	Tanya E. Clement	University of Texas at Austin	Towards a Rationale of Audio-Text	000045	000585	000296	000389	000197	000091	000092	000683	000062	000293	https://digitalhumanities.org/dhq/vol/10/3/000254/000254.html
000255	2016	Matteo Romanello	Deutsches Archäologisches Institut, Berlin / École Polytechnique Fédérale de Lausanne	Exploring Citation Networks to Study Intertextuality in Classics	000647	000654	000388	000425	000688	000317	000443	000600	000709	000625	https://digitalhumanities.org/dhq/vol/10/2/000255/000255.html
000256	2016	Niels Brügger	The Centre for Internet Studies, and NetLab Aarhus University	Digital Humanities in the 21st Century: Digital Material as a Driving Force	000317	000356	000609	000425	000522	000388	000087	000692	000032	000169	https://digitalhumanities.org/dhq/vol/10/3/000256/000256.html
000257	2016	Claire Clivaz	Swiss Institute of Bioinformatics	Covers and Corpus wanted! Some Digital Humanities Fragments	000197	000092	000296	000177	000034	000575	000017	000015	000352	000001	https://digitalhumanities.org/dhq/vol/10/3/000257/000257.html
000258	2016	Arianna Ciula | Cristina Marras	University of Roehampton | Istituto per il Lessico Intellettuale Europeo e Storia delle Idee, Consiglio Nazionale delle Ricerche	Circling around texts and language: towards pragmatic modelling in Digital Humanities	000637	000678	000380	000564	000545	000454	000374	000143	000670	000078	https://digitalhumanities.org/dhq/vol/10/3/000258/000258.html
000259	2016	Adam James Bradley | Travis Kirton | Mark Hancock | Sheelagh Carpendale	University of Waterloo | University of Calgary | University of Waterloo | University of Calgary	Language DNA: Visualizing a Language Decomposition	000703	000654	000280	000507	000310	000522	000493	000213	000057	000707	https://digitalhumanities.org/dhq/vol/10/4/000259/000259.html
000260	2016	Stan Ruecker	IIT Institute of Design	How do we get to the Humanitarium from here?	000157	000329	000582	000482	000629	000475	000326	000425	000317	000085	https://digitalhumanities.org/dhq/vol/10/3/000260/000260.html
000261	2016	Julianne Nyhan	UCL	It is time to address the Public Communication of DH	000613	000104	000720	000395	000630	000562	000086	000391	000417	000600	https://digitalhumanities.org/dhq/vol/10/3/000261/000261.html
000262	2016	Stuart Dunn | Mareike Schumacher	King’s College London | Hamburg University	Explaining Events to Computers: Critical Quantification, Multiplicity and Narratives in Cultural Heritage	000338	000610	000703	000259	000421	000213	000654	000280	000522	000057	https://digitalhumanities.org/dhq/vol/10/3/000262/000262.html
000263	2016	Maarten van den Bos | Hermione Giffard	Utrecht University | Utrecht University	Mining Public Discourse for Emerging Dutch Nationalism	000251	000387	000448	000379	000619	000618	000383	000227	000086	000072	https://digitalhumanities.org/dhq/vol/10/3/000263/000263.html
000264	2016	Elyse Graham	SUNY Stony Brook	The Printing Press as Metaphor	000272	000623	000236	000434	000582	000148	000252	000388	000484	000238	https://digitalhumanities.org/dhq/vol/10/3/000264/000264.html
